band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
5,14281,39259,61131,84870,131460,139921,137313,124324,109641,31062,332,7983,48446,81861,114917,122800,127164,117954,118278,122200,11332,1010,23543,54885,71955,105505,128144,132116,125618,127750,95710,7031,98586,97022,73512,69863,76511,85021,100851,101256,92221,63138,15286,30899,49624,71135,94368,109199,118318,127051,114956,89138,53820,14759,0,3520,8093,26495,55580,114998,133791,141407,123478,170385,95520,0,3538,10375,23396,60242,105787,140946,141052,140812,151441,95678,26791,30878,36823,76017,110576,127378,120633,122256,120193,85434,16288,30160,51619,71075,87232,104958,106908,120818,110118,104704,78820,6855,65159,144733,106003,98293,85055,77823,77242,78897,77847,55177,7038,2642,24478,59032,88265,103570,110618,110524,106690,105121,119751,42576,25496,42301,60229,81900,104783,126279,132362,123767,99230,66212,10708,474
319985,11044,1527,268,98,46,23,12,5,13,12,318194,12942,1149,378,159,68,47,37,36,20,3,322137,8604,1291,499,234,115,65,42,34,11,1,34434,23569,18590,16898,17282,18354,20502,23626,31558,42803,85417,96260,90594,61908,42390,25911,11169,3188,1014,419,159,21,23889,304247,4338,489,60,9,1,0,0,0,0,24621,303208,4812,320,63,8,1,0,0,0,0,172250,133728,20116,3634,1664,831,462,217,82,44,5,107263,62251,47187,33879,22615,19546,14639,13407,8918,3255,73,8,21,26,55,97,209,378,717,1878,7538,322106,57840,53519,44755,35452,27612,22457,18788,17690,16236,18531,20153,143506,165511,16204,4301,1792,829,435,235,111,68,41,281
96236,226196,45445,15400,6789,3487,1631,773,585,756,853,159537,185459,30624,10121,5122,2668,1443,930,678,854,609,202377,130891,33916,13627,6862,3977,2606,1546,953,799,415,15378,21071,34172,50159,61087,64444,60288,43595,27110,14265,6299,83739,114826,57394,40173,30506,23969,18285,13349,8977,4852,1514,18,3475,21472,89215,121764,106960,37915,12232,3066,1140,193,236,3346,27842,81480,131314,98264,39138,11595,3253,881,192,144361,101240,56407,33799,22528,15378,10236,7084,4321,1948,410,57450,147620,109774,44836,19443,9175,5075,2725,1421,927,460,4298,1265,1482,2280,3072,4818,7810,14029,30187,85724,242751,29708,29530,30553,31039,30899,32792,38514,50686,59140,48448,15427,113969,99088,51209,35511,26999,20651,15523,11140,7757,6555,8329,569
0,354,3217,10383,21308,55543,64029,58681,38057,7293,167,42,1266,3926,17067,44084,69441,60408,40436,18720,3561,81,62,4737,20842,31885,40006,51525,62391,37951,8347,1214,72,6018,25971,33050,35384,40967,41867,36016,23550,11841,3807,561,986,3595,17166,32858,46567,54709,50036,33782,15353,3508,472,0,3376,43660,106633,42927,26882,14930,11086,5305,2570,1663,0,3487,59403,89663,45569,24992,15731,11080,5396,2047,1664,673,3743,14336,29154,44438,54004,51093,37746,18677,4522,646,1584,3698,13915,36895,59877,65619,47140,22794,6392,1032,86,383,6222,20850,34961,43208,43689,39143,32641,24297,12048,1590,445,4738,15956,28276,36144,39746,40791,40319,34386,16716,1515,802,5619,16483,30845,43354,49807,45776,33518,19845,10504,2479,229
1,1664,17544,21088,18525,31849,42797,57017,57622,24446,2020,695,24224,19826,16867,25231,40036,44416,50974,39783,11082,1439,2642,31803,23161,21641,30202,39695,49612,48504,21026,4905,1382,19297,31031,32878,37808,42260,42244,35395,21804,8858,2270,728,3921,11500,16220,24907,35916,46247,47931,41261,28452,13627,4591,0,9453,37665,70054,40746,39016,22428,18973,16578,14848,4812,0,9363,46535,59348,43506,36348,24513,19261,18218,12608,4873,3084,10681,16431,24186,33634,43359,46063,43424,32317,16388,5006,13901,23778,17272,25784,48882,56691,44113,26168,12658,4040,1286,1164,6402,22569,39086,45110,43447,38890,34727,29918,12802,458,3217,13401,25572,36879,42174,41340,38445,33938,23965,12555,3087,715,3475,12312,24523,36554,45901,46370,40072,28916,21617,14118,237
8963,113198,122209,93703,92990,72856,53315,33659,19084,6934,684,3905,63633,74593,67317,75846,71915,75913,77912,68383,37280,898,2257,36196,41295,40479,43467,50542,63431,85742,120883,127492,5811,50655,58944,48100,47201,51020,63970,72587,85870,79833,49778,9637,7576,19821,15933,16235,20945,30642,44131,61425,88460,125153,187274,0,1108,1691,7766,25751,47957,69307,103446,113133,191105,56331,0,1263,1835,7238,27306,48353,72053,94779,134341,173105,57322,8601,21897,19037,19104,22912,30392,44219,64929,107505,170690,108309,31194,40794,47331,58446,59650,58377,60835,73485,87044,94037,6402,4026,89152,177628,101805,58625,42966,34935,32029,30288,29305,16836,354580,102429,50655,27303,17347,13185,11367,11792,11915,10579,6443,11588,20126,16819,15583,17066,20624,25742,32542,40545,69413,347547,567
220169,222825,59598,22038,11943,4647,2356,889,367,133,250,323952,180685,26167,7336,3666,1741,810,417,149,141,151,375133,137458,18872,6539,3400,1928,1071,451,165,108,90,64680,97027,75347,58041,45751,39964,34167,31393,29419,29073,40353,137657,159390,101678,67384,39298,19970,10206,5553,3004,960,115,113415,423149,7402,1157,91,1,0,0,0,0,0,118499,418007,7757,848,103,1,0,0,0,0,0,225581,206659,64365,22016,11436,6466,4222,2733,1395,294,48,201085,157322,84510,42587,23077,13995,9423,6789,4422,1819,186,1952,964,984,1457,2461,4294,6830,12982,32748,122695,357848,21943,37696,48225,54386,55420,55986,56536,60316,58577,59222,36908,133444,171848,105278,55553,31439,19073,11308,6917,4274,3271,2810,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,17,1,15,59,0,0,0,0,1,16,27,4,13,33,67,102,30,4,4,8,15,20,10,7,4,34,7,74,19,22,14,16,25,26,8,13,21,0,0,0,0,0,0,0,0,12,59,5,0,0,0,0,0,0,0,0,17,61,2,0,0,0,3,58,36,18,32,35,63,49,73,29,11,6,4,11,20,12,15,33,94,179,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,3,123,0,0,0,1,9,145,91,19,3,2,10,582
1,6531,8490,5340,8805,16686,26080,26399,17469,12742,686,212,9212,5540,5681,11381,23811,29551,23861,14453,5393,134,197,9854,8235,12136,21662,27842,25009,16415,6472,1368,39,1558,9308,10651,13091,17240,21664,23789,19422,9471,2636,399,887,9562,22153,32417,30200,20159,9190,3565,947,126,23,0,340,26996,62558,27173,11303,757,89,12,1,0,0,295,35330,53554,28750,10523,693,71,12,1,0,1277,9118,12532,19788,27392,27084,18196,9467,3537,767,71,844,5946,4984,5602,10152,19482,27911,33733,18211,2299,65,256,3180,5677,9345,14186,20098,24238,24620,19560,7780,289,0,14,212,1394,3655,7493,15072,27290,38056,33638,2405,418,9460,30064,37746,28074,16144,5846,1231,189,42,15,52
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,10,1,6,2,2,1,2,2,0,0,0,40,28,0,0,0,0,0,0,0,0,0,70,35,6,1,0,0,0,0,0,0,0,105,86,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,29,45,38,10,8,11,4,4,3,13,311,140,6,1,3,1,1,0,2,2,7,348,44,1,1,0,0,0,2,0,0,0,60,190,0,0,0,0,0,0,0,0,1,16,0,9,4,6,8,40,14,6,4,3,76,26
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,3,1,2,11,9,9,1,8,6,7,22,15,3,7,138,3,3,1,1,2,5,1,0,0,0,112,43,3,2,5,5,8,7,2,2,0,0,37,21,4,4,2,0,0,0,0,0,0,43,23,2,3,3,0,0,0,0,0,11,42,40,33,34,50,27,9,12,29,0,182,43,21,9,6,3,4,5,6,25,11,124,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,17,0,1,0,2,11,86,56,9,8,4,61,180
69231,157812,122627,114453,87936,51266,15979,2418,251,28,4,13634,167957,89863,103838,120080,75115,35722,12561,2895,340,0,18255,117701,69506,63022,83781,91854,88511,64250,23060,2061,4,55458,158588,133264,105708,72051,48959,27531,14117,5181,1106,42,12492,46725,63183,80949,97626,107675,99908,68387,32257,10786,2017,0,8997,13375,29787,41651,65973,68864,81644,77783,132052,101879,0,8711,16396,24544,44973,62327,73443,79060,86698,118978,106875,14308,45396,56686,68710,85837,97630,106434,89405,44631,11763,1205,29469,121613,131655,121611,104604,63391,32171,12790,3851,843,7,2331,17743,92938,117565,86830,58282,43800,41469,51163,75766,34118,25854,55985,93898,102930,88771,74570,65416,56094,35288,17488,5711,9096,36285,39496,39996,47742,71175,105442,120322,87324,47333,17794,453
3,878,3141,11351,24539,44370,65291,78966,84918,93988,7676,2,1920,17100,42341,55224,64237,68821,74737,71180,19470,89,35,15477,75234,82807,75677,66772,50867,34552,12340,1354,6,3173,8375,14876,30149,56855,76281,88363,69731,41389,19110,6819,1687,40151,81982,94529,78922,57599,35695,17425,5889,1187,55,0,72603,168494,128468,33408,10633,1308,196,9,2,0,0,73693,190742,102386,37122,9386,1580,202,9,1,0,1212,48352,92467,82864,64080,46761,36206,26276,13307,3340,256,357,3651,16598,39332,59017,76012,81348,79581,51705,7510,10,1560,5066,8907,15635,25367,40595,63766,88582,99780,57173,8690,4,141,1118,4008,9457,20288,41199,78615,117900,127413,14978,7775,71331,108418,87833,57954,38313,25370,13228,3739,1064,96,135
63,34156,23986,16432,10329,11477,16278,50913,151708,254385,21981,5588,58953,25356,9986,16684,40620,94853,168873,138801,27452,4542,14430,75348,24791,56606,111995,143859,105324,40740,11034,6777,804,25421,87876,130648,134745,105466,59045,27973,13570,5335,1495,134,64346,48368,79470,119667,114734,81993,46973,23654,9686,2381,436,222,258933,175669,110504,30752,12673,2277,447,103,82,46,234,260358,195374,87085,33954,11448,2597,434,105,73,46,68552,40760,67457,101933,106764,90527,59904,32239,15051,6733,1788,38761,59106,41724,81089,118865,117122,85761,34383,9316,5080,501,13049,14850,28498,68144,108655,113169,81633,49827,41879,62155,9849,14,266,1503,4956,10799,21359,39762,78657,140895,220730,72767,33322,64839,65934,89896,103078,95952,68722,39607,19128,9514,1716,203
219,11969,24730,33663,57227,72232,85822,102096,70462,17262,4974,2730,45815,61781,68468,72286,75617,65164,52258,25604,6961,3972,12003,83322,73275,65418,66215,62736,48615,39259,21003,4756,4054,25677,66677,99034,106582,77833,49724,26866,13281,6714,4677,3591,18343,65024,57620,52602,52489,54617,53841,51153,42646,24014,8307,0,26264,96514,172713,99016,61069,17979,5958,999,140,4,0,27564,111865,145858,111182,57827,19331,5849,1090,85,5,35412,78293,58557,53809,53956,54356,48504,44259,34545,12924,6041,16654,59407,107222,106260,75391,48052,32068,18785,9718,3380,3719,6267,12943,30907,58214,65967,62991,53977,50096,57428,58191,23675,7562,36630,46337,48250,48006,48375,50647,55842,59489,61545,17973,9119,55203,51090,42529,42092,47449,52246,52612,45605,43879,38832,383
36757,415746,278273,92312,36759,7718,1689,406,166,123,33,39844,457919,210314,85275,46859,19234,7812,2205,415,89,16,55225,256044,180111,129462,96305,73208,47583,24981,6368,684,11,73723,163090,205270,131946,114382,74649,44229,30022,18399,11476,2796,43001,89335,103950,104425,95231,104890,94463,103827,87368,40698,2794,0,566,3397,23766,55740,145067,156402,160587,136554,142686,45217,0,488,4437,21866,61451,131057,165913,163489,152704,123131,45446,49513,129330,135602,110439,94410,99931,95245,87192,56226,11856,238,75260,254567,240845,144837,75544,43027,20863,9841,4078,1108,12,11101,12189,28834,45920,65100,84335,103683,124882,154194,174083,65661,181011,151902,115284,92434,73388,62062,52816,49268,41145,28432,22240,26486,69380,91620,93117,91882,88420,84852,74396,64083,68814,116932,528
116785,8036,645,221,109,69,22,17,6,6,1,112700,10364,1507,575,312,160,134,90,50,22,3,108746,12085,2529,1174,573,340,185,151,90,43,1,15063,11559,8181,7722,7038,7895,8026,10075,12695,16809,20854,32588,27224,19600,16103,14052,8666,4078,1940,1107,447,112,28553,90866,4318,1732,329,95,12,5,5,1,1,28989,90311,4798,1344,363,87,13,5,5,1,1,48052,45085,19904,5425,2927,1843,1298,832,446,100,5,43603,24203,15992,12363,9994,7643,5942,4020,1672,466,19,1,10,41,94,230,441,656,1203,2565,9577,111099,29647,20942,14865,11475,8613,7476,6519,6396,6225,7380,6379,36272,51352,17756,8425,4920,3033,1740,1024,569,466,360,285
15,6566,58495,63656,78173,75939,79670,65917,59200,39088,2499,24,2272,28635,38326,45161,54780,65875,80085,103783,107374,2903,114,27439,32846,34510,40464,53026,69035,85046,99119,84037,3582,1814,2483,3711,5694,8885,15913,30909,69577,165934,202329,21969,2088,22635,16823,20197,35404,56428,84375,114388,107202,61744,7934,0,1822,13924,63918,106656,114509,87379,63468,35972,28237,13333,0,1705,17606,57962,112260,113413,87579,59949,40615,24821,13308,3493,24724,20283,24295,32060,42459,57722,80567,109663,103963,29989,988,1474,3484,8710,15665,23790,42486,85023,160132,182400,5066,867,18165,38016,49905,59339,66410,70748,73544,69440,57461,25323,502,9615,58777,121350,110716,83437,57604,34948,22782,25880,3607,17812,29402,42329,65669,89938,97817,80765,57121,33397,13885,1083,81
707,13109,5363,4118,4801,6523,5037,4094,2865,1267,260,3638,13201,6786,7066,4906,4672,3505,2412,1230,609,119,4652,12586,8973,6701,5384,4337,2861,1460,772,370,48,29697,11730,3380,1452,722,373,234,140,118,126,172,15706,11152,8217,5571,3581,2124,1084,454,194,54,7,0,7,3034,5852,8031,9507,8001,6017,3555,3310,830,0,1,3551,5218,8554,8992,8278,5799,4033,2888,830,12705,5303,8020,7446,5394,3681,2833,1885,733,137,7,22413,14960,5523,2394,1081,613,400,335,233,160,32,10468,7673,4710,3799,3006,2576,2602,2860,3811,5375,1264,81,392,859,1273,1624,1858,2361,3633,5666,13177,17220,9592,4110,3955,5557,6562,5810,4568,3297,2205,1682,806,518
0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,5,6,1,0,0,1,1,5,3,3,2,4,7,2,22,1,1,0,3,0,0,1,0,0,0,12,12,5,5,2,2,2,2,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,0,0,4,6,0,0,1,5,0,0,0,2,14,23,11,8,18,11,15,3,58,14,5,4,9,12,7,9,4,17,15,32,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2,16,0,0,0,2,2,17,8,7,0,0,20,501
33,18679,116452,193886,220977,202449,152805,128916,94617,64359,22586,116,16668,130743,209811,207345,162431,139902,139653,114980,80319,13791,179,10846,67758,131631,170794,190472,179959,181220,177920,91076,13904,167464,223901,170416,150962,129422,113439,92893,74150,51503,30288,11321,15021,30065,114434,199628,230811,214148,176823,123518,66619,30035,14657,0,828,1328,5361,8797,32015,79144,163685,219809,360991,343801,0,799,1874,4635,9826,30056,83006,162762,257663,322080,343058,10755,11285,49481,115248,194631,250352,245541,189725,95322,39052,14367,39218,108148,149981,176415,166567,154244,143166,125142,87895,53378,11605,42140,285619,232969,164283,126576,102946,86329,72949,58791,36901,6256,4835,20601,45379,91462,152683,210629,236413,221452,147559,64495,20251,9920,30178,63012,94403,131264,185549,251701,241224,133523,58896,16089,476
20239,4188,984,645,416,454,414,403,533,1049,11747,17094,5665,2298,1180,892,681,572,652,773,1854,10537,12447,6041,3833,2800,1896,1351,1192,1098,1311,2129,9265,19134,5112,2920,1987,1590,1306,1359,1272,1356,1490,7033,20293,4631,3769,3681,3483,3296,2701,2123,1917,1570,640,35803,10395,1921,979,366,251,55,10,1,0,0,35817,10350,2104,792,420,227,64,9,1,0,0,16131,4415,3545,3788,4077,3677,3172,2795,2646,2189,289,17258,3431,2040,1621,1158,914,779,823,1086,1955,9295,9213,4313,2598,2426,2690,3239,3792,4345,4535,4322,1885,6624,2461,1989,1583,1110,1015,967,1065,1189,2436,21688,16593,4461,2785,2287,2468,2899,3041,2686,2190,2147,2877,8
0,4,0,2,0,0,0,0,0,3,5,0,0,3,4,4,5,2,0,2,13,16,0,0,0,15,5,7,0,5,12,8,18,49,5,0,6,3,2,1,3,4,3,1,23,16,15,5,1,9,5,4,5,1,0,0,0,0,0,0,13,7,4,0,0,0,0,0,0,0,0,18,4,2,0,0,0,0,0,0,15,26,3,9,14,5,21,5,42,3,3,2,8,5,1,3,3,16,12,73,1,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,1,55,0,1,1,6,6,32,36,4,4,0,10,458
0,1865,20848,27320,70425,82181,137158,82721,121985,82764,3588,14,50269,138818,104471,68631,104485,83462,53018,24302,3349,36,24768,228436,112486,99477,83923,51167,20878,7944,1523,245,8,148456,129153,109152,78434,57916,46499,32082,20686,7340,1058,79,306412,164926,75569,37521,20399,11577,9631,4260,480,79,1,2,342171,274099,13763,681,123,14,2,0,0,0,2,314506,307279,8229,717,106,15,1,0,0,0,273800,146814,92937,55081,28865,15033,10615,5575,1527,483,125,78404,166787,166528,102061,62733,36047,12789,4147,1241,106,12,60506,27874,26498,31712,38552,47596,58351,66809,81817,122206,68934,0,10,82,644,2930,6156,8941,16372,43326,170975,381419,236263,135962,105519,60623,35178,21374,13414,9648,7317,4554,1001,337
565,29387,58887,72094,66132,46819,22263,7137,1627,517,79,5225,20958,48315,64402,61989,46287,31947,18056,7264,1029,35,6910,24318,42416,40454,37724,36832,38144,37439,31101,10135,34,24776,18240,22471,29554,39293,42020,47317,41392,27181,11050,2213,17622,12812,23085,32724,37925,41109,42180,42808,35214,18173,1855,0,1692,9864,14268,28473,61726,62545,53479,33449,28200,11811,0,1598,11406,12594,31054,58125,65367,52469,37008,24230,11656,16479,12159,29440,39875,44213,43150,44092,41455,28993,5544,107,22286,16794,27822,38009,46317,44729,42712,32054,24851,9859,74,14581,3043,13734,33568,43672,45914,44598,42614,36914,23162,3707,18777,42055,42929,38471,32593,29643,28405,25982,18737,10551,17364,14138,10896,23810,35012,41983,47313,49100,43544,26858,10929,1924,487
