band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,2027,16679,31854,42031,55755,70267,90573,105649,106070,93497,92640,83698,69082,13445,19,2470,11645,38244,54356,71415,88422,91184,100380,83225,89842,85492,97387,56189,2997,71,5215,29203,40652,49621,67887,80289,93343,100591,94765,88399,94423,89379,37882,1547,64751,85308,61744,53931,48863,54388,58637,63107,66380,75311,75458,71767,55718,30679,7225,18086,35751,39021,52289,66523,75865,81530,88958,89647,93599,80842,67541,49264,26643,7708,0,2,4133,7478,15989,26120,57615,73968,81546,125229,91804,113334,113685,92987,69377,0,11,5056,8118,13829,31463,53217,70603,106034,103243,97628,108816,111028,103131,61090,16878,26743,19296,28344,48597,73073,85446,91924,91181,87105,90178,91059,75364,41815,6264,17686,35021,40657,55140,64373,67106,76307,83353,88787,78459,83649,77433,70996,32325,1975,27490,116500,87886,76613,74133,66853,60366,56944,56480,57140,58162,57796,48939,26477,1488,981,9002,26142,44962,61884,72006,77539,81245,81322,80609,77034,75888,87568,78517,18568,14610,29773,33465,45444,57000,68406,82258,92610,96595,96397,87828,73831,60123,31098,3829,474
289567,39329,2713,860,271,128,57,36,19,17,6,5,5,13,7,293198,35135,3222,697,320,159,101,53,40,26,29,21,19,11,2,309163,19421,2552,852,408,253,133,89,50,41,26,24,15,6,0,26095,20544,15746,13601,11796,12773,12443,14693,13312,16019,18765,21347,28126,38948,68825,61716,82122,57484,43550,34068,25035,15139,8196,3329,1232,608,320,160,67,7,10,260919,67884,3661,445,83,25,4,2,0,0,0,0,0,0,8,274082,56415,2099,309,94,18,7,1,0,0,0,0,0,0,117769,134719,61576,11482,3315,1658,1002,619,413,220,133,70,39,15,3,82447,57171,41508,33047,25783,19306,16782,13814,12271,10580,9087,6522,3919,788,8,4,13,18,16,40,52,82,145,233,390,588,1295,2879,12797,314481,41429,42730,36918,32373,27157,22703,19099,16445,14208,13488,12721,11949,12009,19135,10669,67221,198201,49576,9716,3784,1919,1060,579,380,239,149,79,61,36,33,281
44870,188120,104577,29716,12779,6338,4284,2631,1376,784,513,439,480,673,571,75406,212686,67487,18701,8970,5130,2884,2015,1225,818,642,485,517,707,372,126186,161552,56562,22089,11113,6523,4195,2917,2195,1494,1054,717,568,530,274,11388,12344,18866,25571,34541,42881,43224,48396,47014,39281,29113,20803,12494,8088,3864,35206,115200,61756,40741,31280,25535,20444,17653,14464,11594,9057,6821,4629,2261,943,17,134,4243,20571,56780,72461,107589,69719,34081,21232,6224,2911,1048,315,125,235,176,6709,22014,49518,87520,98774,65829,40163,16101,6388,2662,1020,330,102,97473,101868,60475,39228,27612,19607,14431,11316,8286,6366,4702,3296,1987,813,252,30601,89249,111356,78166,39903,20518,10640,6919,4174,2941,1750,1074,769,520,326,4037,848,923,1121,1498,2004,2493,3515,4941,7293,11623,20652,40848,106471,189449,21847,21514,21813,22512,22797,22708,22523,24107,26777,32232,38587,43514,41170,26725,7910,63094,108111,54142,36152,27645,22290,18446,15109,12285,9831,7588,5835,4743,4995,6465,569
0,5,728,2749,5018,10558,20964,42218,47798,44384,41924,30774,10272,1610,30,0,382,1295,3125,8211,23384,36727,52549,47437,40017,25271,15174,4724,724,12,2,781,6956,15886,22423,26104,31164,38370,45069,43275,20977,6067,1596,343,19,2192,14244,22134,24242,26239,26964,30405,30806,28370,23719,14725,9031,4231,1530,200,647,1179,4778,13661,21546,30310,36468,39915,38275,32443,22197,11871,4438,1046,258,0,17,4972,42047,83080,41859,30907,17342,10349,12543,6378,5118,2031,1002,1387,0,27,8312,49831,69756,48931,26281,16569,13595,10032,6723,4610,1991,1062,1312,430,1192,4707,11055,18954,28111,34608,39716,39118,33891,25290,14592,5566,1446,356,1075,1741,4000,10441,22196,38433,45867,47583,41071,27028,13162,4778,1291,343,23,230,1385,8029,15769,23979,29801,32413,32096,29831,26631,22871,18428,12103,5058,408,177,1453,5657,12343,19204,24331,27378,29242,29627,30518,29029,25731,18361,5358,623,324,2092,6255,12706,20601,27958,33592,36741,35128,30186,22404,14987,9628,5236,1194,229
1,47,3892,14810,14174,12871,16853,22663,29693,34628,43862,43357,29669,7229,824,72,8763,18555,16557,11389,13565,21597,28189,33275,37391,35022,33978,12426,3307,487,267,17815,21668,16304,15288,18836,24654,28210,34806,41914,30617,15637,5532,2363,662,8471,26798,21710,24095,27242,29363,32697,30354,27668,21637,13906,6615,2584,1084,349,2074,7013,9092,12504,16457,22252,28466,33939,35447,34298,28884,21674,13159,6197,3117,0,1186,10801,35131,51984,33150,33390,26067,16794,17729,12103,15813,11080,5964,3381,0,1290,14513,36645,44607,38375,29921,24288,21634,14647,13312,15007,10769,6526,3039,1635,5238,9885,12415,16145,21230,26275,31945,34072,33296,31569,24392,16048,7116,3312,5986,20135,15937,10971,15415,28327,40779,43535,32256,28688,16536,9219,4075,2103,611,764,2548,7113,17437,27365,32000,33167,31838,29301,27129,25043,22525,14826,3438,79,1465,6664,12675,19205,25648,30214,30924,30292,28895,27199,23645,18161,12033,6224,1329,360,1394,4024,9648,16030,22700,29161,33870,34499,32323,28216,21695,16715,14816,9122,237
389,55325,94219,87161,72492,70062,58919,55599,44067,32630,21819,14642,7702,2248,321,219,27793,57662,50177,51785,51762,51052,57712,55252,55667,56046,51956,39440,10838,234,56,15879,30754,30818,29429,29939,33365,36229,43263,53434,67010,86425,105550,54839,605,31840,48176,39853,34752,34259,36035,40809,41967,53503,60042,62406,59580,46571,24240,3562,4382,12925,13607,11396,11611,13229,16943,21941,29768,37396,48587,62817,83250,98555,151188,0,8,1408,1383,3794,11096,24716,36363,38745,69088,70425,91261,122677,118686,27945,0,9,1569,1358,3350,12041,25844,32335,47092,62396,73177,92856,125897,114974,24697,4567,14158,15879,13798,13621,15053,18080,22422,28894,38299,52067,75215,111855,129922,63765,18537,32341,29406,35536,41667,44489,42250,43878,44540,47709,52652,64096,76914,42690,890,2937,16325,113853,127368,85733,52629,38832,31537,26730,24053,23249,22444,20929,22985,7991,309415,102746,57767,35322,22200,15204,11598,9599,8412,8512,8663,8766,8288,7172,3931,5875,15423,14051,12110,11418,11835,13010,14949,18058,20844,24998,29043,38266,73560,314155,567
137307,217852,111247,34719,17978,11957,6237,3600,1902,1130,554,313,108,104,207,206381,245314,62718,14429,7868,3257,2121,1211,800,448,239,119,88,106,116,259401,217852,41423,11790,5832,3247,2139,1459,905,530,298,119,97,54,69,40042,70837,67736,52415,45516,40098,31688,28585,25184,24372,21549,21906,20585,23418,31284,78512,144528,97108,74394,52813,37529,23849,14675,8885,5518,3587,2309,1181,260,67,2594,486818,48863,5691,1056,158,35,0,0,0,0,0,0,0,0,2206,492833,45009,4099,843,198,27,0,0,0,0,0,0,0,0,149561,192265,109700,42841,18845,10884,6903,4912,3351,2495,1837,1132,375,75,39,131683,156693,93797,58032,35853,20766,13242,11494,7040,5961,4457,3439,2134,503,121,1738,696,681,713,963,1377,2078,3139,4465,6264,11184,21496,51795,162402,276224,14059,24070,30187,36144,39096,41029,40470,41228,41039,43243,43731,43319,42014,48935,16651,77103,141867,113092,73481,45466,29678,19938,13870,9528,6606,4579,3248,2441,2376,1942,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,13,1,6,20,48,0,0,0,0,0,0,5,12,23,6,2,12,14,28,59,96,25,12,3,2,5,11,5,14,14,8,4,4,3,32,0,67,18,12,14,22,5,11,20,20,14,8,1,20,13,0,0,0,0,0,0,0,0,0,0,0,10,31,31,4,0,0,0,0,0,0,0,0,0,0,0,8,43,29,0,0,0,0,0,0,17,56,22,14,17,25,25,34,39,45,39,56,10,8,4,4,3,8,13,12,9,9,18,53,62,178,1,0,0,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,0,0,101,25,0,0,0,0,0,1,15,91,113,34,11,2,1,2,10,582
0,914,7687,5942,4003,4791,7395,12059,18018,20431,18572,13416,10605,5203,193,0,4272,6465,3974,4014,5634,9668,18105,21684,21335,15094,10894,6808,1257,25,0,4140,7628,5838,7968,12280,18176,20738,19318,15383,10480,5104,1946,221,9,373,5092,7203,7642,9160,11470,13860,15724,17543,16474,13114,7388,3040,1003,143,335,3736,9927,16788,22895,24337,20625,14710,8564,4233,2106,745,174,38,16,0,11,592,26733,48181,25721,18712,8112,931,190,33,11,2,0,0,0,11,1157,27604,46157,26561,19890,6623,1038,141,36,10,1,0,0,326,4736,7456,9371,13191,18336,20946,19711,15375,9801,5919,2814,1001,208,38,259,3116,4531,3655,3789,5369,9134,12926,18996,25296,23403,14452,3954,331,18,139,1132,3136,4222,6174,8659,11497,14820,17426,18220,17682,14870,8957,2265,30,0,2,20,178,760,1763,3278,5426,9252,14967,21720,27633,28756,15101,373,159,2468,11745,23081,28308,24599,18207,11875,5912,2048,604,147,51,14,11,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,10,1,2,4,2,1,1,1,2,1,1,0,0,0,0,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,31,9,2,0,0,0,0,0,0,0,0,0,0,1,104,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,23,32,10,3,6,8,6,3,2,3,4,11,309,138,8,0,1,2,2,0,1,0,1,1,1,2,15,339,42,2,1,1,0,0,0,0,2,0,0,0,0,0,60,190,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,7,3,3,6,1,10,20,30,5,2,2,4,1,76,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,2,2,0,2,6,11,5,7,0,5,5,3,8,8,16,14,1,6,3,136,3,3,1,1,1,1,0,4,4,0,0,0,0,0,87,40,31,0,1,4,3,4,4,10,1,2,1,1,0,0,8,42,8,2,2,4,2,0,0,0,0,0,0,0,0,12,39,14,3,2,2,2,0,0,0,0,0,0,0,4,20,34,27,24,37,20,39,26,8,7,10,17,14,0,170,32,28,15,8,6,2,3,2,6,1,5,9,28,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,1,0,1,4,11,47,84,10,9,5,3,3,60,180
21103,133820,95259,89083,90646,72622,57874,41040,14468,4751,1092,197,45,4,1,3743,92907,105807,64709,70760,85277,80477,56102,36408,16304,6626,2258,592,35,0,3183,69799,80879,49096,42963,55008,60224,68990,65551,61258,42912,18212,3720,210,0,21216,108486,115048,98106,77139,64689,49063,36025,22979,14798,8810,3957,1389,288,12,5027,27573,38546,45882,57819,64112,75608,78385,79365,63197,44691,24971,11420,4417,992,0,2911,6954,12507,18665,23376,39512,45030,42586,66612,52138,66181,82857,78454,84222,0,3166,8985,12154,15101,26965,37586,41577,54834,55806,54852,64141,83254,82620,80964,7641,25047,38485,41627,48148,56948,62993,71267,80519,74986,60214,35754,13803,4217,356,10294,69465,94184,95131,96475,86418,65165,48589,29453,15088,7403,3025,1168,147,0,1969,2622,27915,71750,89716,75621,56555,42844,33897,30021,31040,36474,47339,62852,11390,17051,29828,51312,70563,76621,70856,61795,54638,49375,45950,38425,27229,16036,9432,2894,2841,20818,30084,28639,28702,31403,37946,51546,71020,86556,87223,66721,42273,26116,10117,453
0,242,1064,2580,5432,13765,20176,34715,43164,50813,60344,64017,69614,48862,333,0,208,3606,13855,27516,35913,45601,46657,46947,54069,54393,54101,30359,1892,4,0,1644,26889,59252,58483,58341,54742,50692,38747,30635,23819,9605,2054,218,0,1565,5099,7167,11484,20131,29574,46986,55371,67227,60087,48219,30010,18058,10464,3679,413,13906,40634,63146,70058,64035,54351,41539,30645,19671,10225,4518,1710,258,12,0,3080,85613,152404,105361,38751,21784,5674,1732,632,79,9,2,0,0,0,4915,102866,148178,87379,45059,18300,5918,2039,378,79,9,1,0,0,166,12490,53361,69275,63505,53145,43001,34666,28905,23572,17218,10601,4131,992,93,78,1312,4488,12734,25323,37662,47634,55743,57206,60779,57682,40609,13507,363,1,717,2864,4451,6696,10252,14952,21035,29464,41817,55599,68239,74261,58353,23068,3353,0,38,190,867,2356,4865,8293,14768,25040,41279,63842,84904,99960,67284,1435,1748,30425,68046,80231,69324,51739,37886,27939,20782,14754,7803,2897,1123,397,27,135
4,10000,33128,14863,10864,9051,7940,8514,10137,20872,46292,101999,185312,123731,9001,250,27636,45621,14761,8361,7589,14262,28153,62187,97950,133704,104528,34645,10771,1290,1643,64902,27168,18421,34441,63161,93722,105964,90348,51925,22463,8609,4853,4048,40,15427,41424,82536,96064,107030,87846,64070,42496,25203,15042,8117,4222,1670,530,31,31308,58661,34432,60817,86154,87368,82087,59355,40752,24738,14415,7680,2854,892,195,3,68458,214484,151879,90781,33607,21038,7243,2706,1063,215,103,48,47,33,2,78293,237880,133980,72251,39734,17897,7369,3189,672,221,90,49,56,25,50398,37944,30371,52946,70928,79227,77531,65674,50934,32538,21053,11635,6070,3717,742,16618,54845,33334,31398,48029,77434,95919,85275,69257,46571,19268,6965,4068,2655,72,10282,8977,12572,21606,42903,67847,84894,83390,67351,47464,33092,29288,44416,35566,2060,5,70,352,1174,2991,5515,9520,15513,24366,39907,64999,99138,144262,170202,13694,7929,62366,38879,49472,63485,72221,76503,70565,56709,39867,25086,14559,8829,4507,731,203
