band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
38,18668,52803,76837,112867,153622,150849,141358,124918,41307,742,13392,59602,104413,135054,144932,128491,130068,138551,18022,1561,32928,64814,93346,126010,148213,136789,140798,117482,11326,110594,101209,77881,79301,88703,99421,112945,109591,74169,19453,35536,57322,84425,110252,126276,133859,135968,106014,65412,18203,0,4135,14877,34710,93909,119220,174352,156015,156030,120019,0,5067,14617,38793,85756,144098,153704,155983,165059,110190,30272,32645,50025,99989,133117,135434,131357,136985,102249,21194,34992,58372,87221,99398,121377,127070,121113,118428,94401,10895,82300,149576,114721,102878,89094,84696,85950,87148,66552,10352,3665,32460,74069,104783,117833,122273,119850,113681,131720,52933,29626,48222,72535,98315,128056,143407,142252,115804,80417,14633,474
324116,7493,1046,213,78,34,20,8,11,14,321891,9664,904,272,129,65,42,34,25,7,324202,6934,1079,434,177,95,52,39,18,3,36989,25396,19576,18594,20096,20352,25293,30838,45025,90874,107731,93591,62133,40520,20242,6422,1584,576,204,30,56902,271911,4017,172,28,3,0,0,0,0,63587,266918,2311,191,23,3,0,0,0,0,191311,122753,13579,2876,1357,677,291,132,51,6,114751,66375,45375,32761,24265,18602,15265,10924,4566,149,9,26,26,82,156,304,630,1643,6397,323760,63496,57581,46598,35635,27527,22225,19984,18174,19216,22597,175563,139435,11942,3477,1371,648,321,146,83,47,281
127262,210305,37211,11622,5725,2566,1066,670,788,936,196633,158946,24137,8664,4102,2022,1162,783,859,737,224864,119436,28327,11398,5912,3395,2048,1217,871,501,16911,25687,41346,61647,67851,70783,54906,34291,17094,7352,101777,110385,56821,40735,29928,22633,16406,11066,6045,1788,19,4375,46800,103012,148272,63117,25268,5099,1234,254,238,6882,44171,114881,135575,69191,20177,4974,1228,224,158137,101679,53854,32593,20601,13432,8949,5415,2540,512,69819,161387,101377,37210,14651,7082,3912,1853,1081,534,4424,1384,1793,2830,4066,6883,12488,27080,79652,257116,32667,32507,33890,34127,34100,39307,50824,63509,56976,18829,129029,96318,50649,35438,26389,19451,13904,9350,7157,9046,569
0,733,5288,13037,39668,71312,65381,51701,11602,310,74,1603,6323,28397,64887,71826,54529,25933,5308,152,135,7604,26663,37750,49796,64807,56146,14173,1848,110,7883,30687,37136,40309,46125,43456,31783,15692,5199,762,1126,5478,23710,41807,56737,57921,45357,21154,5153,589,0,4989,92235,74751,41492,17106,16117,7922,2469,1951,0,8339,88483,80035,35300,21145,13755,7610,2537,1828,820,5509,19652,38468,54591,58851,47931,25842,6557,811,1806,5010,20262,50808,72292,62229,34386,10582,1531,126,519,9125,26933,42616,48611,45729,38473,29457,15397,2172,606,6681,21306,34572,42061,44186,45252,40026,22314,2028,1044,7627,22036,39229,51879,53582,42323,25254,12899,3159,229
2,3938,20835,21020,27716,41493,54276,67571,35005,2717,1438,25952,23274,18237,36997,46064,53760,52631,14380,1840,4993,34757,24052,26376,38410,49260,58075,30093,6868,1689,23133,33846,37600,43100,49131,41588,29514,12644,3125,892,4913,13266,20003,31210,45719,52133,49962,34894,17158,5315,16,11971,64417,55848,48988,27263,23925,21720,14022,6403,15,15788,61165,58462,42688,33155,21365,21601,14585,5749,3761,12997,19834,29956,41930,50362,49914,39343,20610,5866,15833,26225,17403,37310,61632,54938,36896,17547,5256,1533,1549,8876,30392,46410,49340,44966,39746,34951,17547,796,4033,16771,31440,43627,46519,43592,39372,29633,15801,3785,886,4892,16827,31551,45679,51851,47198,35036,24507,16146,237
15668,134265,121096,108619,90268,68317,43448,25643,9351,920,7455,78219,73500,80224,81694,82322,83897,79772,48851,1661,4061,42628,45215,44971,50272,62585,84619,122250,149152,11842,57197,62672,51867,53179,59893,76386,90568,91460,61795,12578,9534,21380,16988,19248,27179,41473,60821,87979,132458,200535,0,1416,2599,13674,42672,57152,107631,123143,190290,79018,0,1578,2562,14187,40698,64573,100398,128031,194092,71476,10635,23969,20442,22030,28715,40681,61961,103620,178972,126570,35998,44286,55644,66048,64378,66290,73668,90789,108816,11678,5090,128025,176001,89729,55410,41689,35756,33990,31934,19971,368816,101112,47617,25109,16680,12929,12840,13101,11981,7410,13677,21672,17890,17473,20214,25803,32740,42145,68106,357875,567
250092,216314,45257,19397,7660,4079,1354,643,155,264,368995,145418,19225,6329,2819,1313,587,219,146,164,409227,109449,15341,5528,2923,1580,721,226,124,96,74672,103943,77540,60489,46418,39039,35022,32805,31813,43474,158436,161712,101790,62946,32230,15179,7470,3944,1367,141,249510,288765,6482,423,35,0,0,0,0,0,274467,265581,4685,455,27,0,0,0,0,0,253130,198396,53619,18951,9626,5540,3520,1944,432,57,220817,161356,78118,36533,19967,11809,8295,5562,2526,232,2041,1074,1177,1876,3505,6177,11086,27858,109490,380931,25117,43199,55351,60918,60875,61862,65338,64955,64276,43324,152770,179292,98756,49869,27489,15847,9113,5320,3630,3129,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,6,13,61,0,0,0,0,8,32,7,13,32,69,106,27,4,6,14,16,16,10,5,34,23,62,22,26,9,27,26,16,12,22,0,0,0,0,0,0,0,10,53,13,0,0,0,0,0,0,0,8,64,8,0,0,0,17,74,18,31,36,59,59,89,16,11,5,9,15,15,15,30,103,179,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,2,124,0,0,0,1,51,168,41,6,2,11,582
20,8581,7934,6802,13008,24464,30089,22330,14850,1151,662,10075,5953,7669,18035,31422,30365,16958,7830,260,647,11121,9529,16557,28598,29634,21416,9551,2117,59,2300,10368,11954,16318,21210,25917,23710,13266,3645,541,1374,12624,27491,36529,28804,15095,5525,1559,202,26,0,603,51072,49563,24758,2997,215,19,2,0,0,1168,55537,44785,24530,3021,168,19,1,0,2109,10409,15268,25630,30908,25124,13196,5338,1155,92,1336,6570,5417,7396,15062,25994,37621,25530,4217,86,357,4050,6969,12086,18566,25177,27417,23355,10713,539,0,22,456,2245,5605,12351,24931,39389,39878,4352,640,13732,37215,38773,24933,11061,2448,351,60,16,52
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10,1,6,2,2,3,1,1,0,0,40,28,0,0,0,0,0,0,0,0,70,38,4,0,0,0,0,0,0,0,105,86,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,37,42,41,4,10,10,4,4,12,312,141,5,3,2,1,0,2,1,6,350,44,1,1,0,0,2,0,0,0,60,190,0,0,0,0,0,0,0,1,16,3,7,5,5,19,41,7,2,5,76,26
0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,2,2,14,8,7,5,7,9,17,21,3,7,138,4,2,1,1,4,4,0,0,0,119,39,1,4,6,5,11,2,2,0,0,50,9,3,5,1,0,0,0,0,2,49,16,3,4,0,0,0,0,0,15,43,46,42,32,53,12,13,30,1,187,43,21,8,3,4,6,6,17,20,124,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,17,0,1,1,4,29,113,13,11,4,62,180
89005,161177,132886,119465,82668,30714,5532,508,46,4,24586,177871,100248,120498,114735,58252,20500,4688,624,3,28470,125391,70350,76717,95656,99109,84941,37441,3918,12,70377,174373,139372,100562,68985,39082,19674,7891,1611,78,15897,55249,73613,94200,115001,118357,88487,44372,14288,2541,11,9854,21231,33317,64634,62494,93697,91234,121754,123779,64,12087,19326,34894,57704,76293,83273,91526,127343,119495,17634,53539,64151,82572,98893,115886,108361,62593,16654,1722,38161,135782,143046,134978,92959,50248,19536,5980,1300,15,2521,29985,117360,119727,79328,53968,45250,52285,78290,43291,29732,68459,108927,109113,89586,76222,66475,45129,21320,7042,11667,42076,42835,45909,61809,98703,131592,108908,57280,21226,453
33,1273,5188,16589,37844,60211,78010,97164,103956,14853,18,3796,26843,50441,66100,73105,83217,79346,32075,180,93,28440,90682,85394,80234,63947,44287,19772,2254,18,3843,9988,20151,41038,74721,94863,86626,51690,24123,8078,3163,51790,98432,98807,76738,49797,25758,8656,1901,79,0,88693,219284,77232,25509,3681,694,26,2,0,0,107781,202804,77812,22013,4244,443,23,1,0,2207,63810,103276,82649,61335,45237,33047,18344,4849,367,475,5403,22960,52759,73501,87082,91942,67128,13838,33,1958,6074,11291,20609,34524,57792,88465,109634,73504,11270,7,221,1839,6249,14697,33404,70327,119698,144391,24288,11582,88637,117189,84105,52898,33709,19473,5981,1408,139,135
361,42771,20237,14541,13079,13512,36179,132984,282037,36007,7481,66026,19174,11537,26714,77888,165296,170886,40648,6058,25686,68027,33320,82703,146475,143559,66128,16869,7503,1438,30491,108896,147956,142984,87856,43913,19819,7562,2024,207,71534,52867,102668,131671,113102,69092,32912,13921,3389,552,1546,281399,211849,64418,25539,5448,1200,181,65,63,2607,313568,177991,67974,22312,6143,802,181,79,51,73184,45529,86691,116410,112955,81184,44432,20794,8172,2357,47109,57688,52306,104555,135777,114674,59050,13754,5972,823,14214,17617,39938,92418,128003,107632,65446,44398,67610,14432,20,407,2396,7284,16402,32997,68570,135474,231713,96445,43422,65752,79680,105498,113144,90633,54112,25400,11756,2311,203
399,14578,30361,47731,69442,87856,106611,91357,26686,5635,4593,53973,73177,76413,81602,78893,62583,35067,9628,4727,18400,93142,76678,72105,71879,61094,47336,28709,6749,4564,30809,79006,115207,107525,71884,38785,19258,8880,5240,4062,24112,72237,60846,56191,59929,59662,57930,50346,29879,9524,0,35145,143707,156104,98892,32990,11605,2024,183,6,0,44072,142808,151180,93574,37411,9332,2109,164,6,43545,83796,61287,57862,61534,55900,50598,41421,18358,6355,21392,71950,128851,102501,65882,43399,24801,13551,4199,4130,7494,15422,42748,69112,72084,63952,55095,60723,65140,28886,9956,43191,51811,53033,52775,54289,59354,64455,68138,23654,12974,62701,52915,45759,48605,55371,58552,52631,47376,43772,383
50985,490443,225179,78896,19458,3891,737,208,146,39,66836,492298,179492,78975,33697,13729,4077,721,138,19,78321,272936,181595,134805,89015,64900,35731,11449,1212,18,86059,191001,196521,157541,98108,63510,36467,23690,13772,3313,50124,100281,111775,121317,105013,109580,111319,101532,54784,4257,0,624,8825,32013,109049,143468,202320,177155,134338,62190,0,1187,7766,38624,97859,177473,175129,176389,140760,54795,60505,144126,139550,113313,107521,111998,99129,74154,19294,392,96536,285195,251168,123694,58213,34801,13136,5591,1609,39,11481,16669,35536,58233,80637,104073,129215,160998,191114,82026,198543,159432,119942,93450,74179,62883,55666,48566,32983,24338,31498,82065,102264,101788,99676,94866,86727,73389,72716,124993,528
119296,5711,550,165,109,47,22,9,7,1,116150,7364,1293,488,248,170,109,61,31,3,111660,9838,2272,1039,484,278,175,111,59,1,16486,12058,8702,8379,7643,8994,10220,13122,17393,22920,36587,27554,20570,17274,12585,6557,2639,1430,584,137,54513,65596,4593,944,223,33,8,5,0,2,57953,63071,3651,1019,172,38,6,5,1,1,53247,46444,15597,4587,2492,1704,1089,600,151,6,47253,24026,17331,12044,9801,6920,5458,2384,660,40,1,16,50,157,344,631,1035,2293,8362,113028,32152,21779,15230,11543,8732,7562,6914,7027,7703,7275,43894,48671,15961,7536,4400,2456,1347,733,516,403,285
40,15333,65916,78543,85736,85071,79155,66386,48912,4126,44,4640,37872,43921,53192,68646,82992,105859,125222,6830,236,34642,35311,39442,50008,68291,86842,106793,99949,7704,2039,2836,4709,7307,11873,25267,57410,149533,235695,32549,4208,24105,18439,26857,48752,78645,115830,124539,76645,11198,0,2045,26860,86356,138411,96005,85711,49103,28329,16398,0,2939,28932,86693,129489,110536,75747,50311,29392,15179,6232,26160,22791,29477,40269,55220,78357,113229,119246,38237,1097,1780,5034,12385,20373,34931,74645,153089,214241,11643,1207,24688,44892,58987,68988,76079,80059,78657,64761,30900,735,15154,86006,136122,107709,76266,46425,26954,27388,6459,20968,32947,52783,81840,106692,98797,72110,43142,18334,1605,81
1516,13644,5164,4598,6669,6076,5063,3563,1519,332,5287,13248,6647,7208,5602,4574,3106,1566,757,149,6285,12894,9247,6799,5371,3969,2039,1004,456,80,31746,10629,2999,1238,580,329,176,130,131,186,16785,11971,8300,5282,3150,1627,676,274,65,14,0,21,5162,6525,10186,8543,8419,4826,3265,1197,0,102,4992,7125,9478,9877,7289,4861,3348,1072,13109,6424,8918,7550,4766,3562,2462,1114,229,10,24894,14035,4783,2113,894,529,375,293,195,33,11355,7894,4780,3920,3001,2853,2973,3874,5689,1805,113,489,1078,1520,1915,2317,3398,5510,12344,19460,10229,4192,4778,6680,6891,5645,4176,2712,1914,927,518
0,0,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,5,5,3,0,0,1,4,3,2,5,3,8,2,22,1,1,1,2,0,1,0,0,0,15,10,6,4,1,3,3,0,0,0,0,0,0,0,6,2,0,2,2,0,0,0,0,0,6,4,0,0,6,0,0,0,4,19,23,8,18,14,16,3,60,13,5,6,11,10,10,6,18,15,32,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,16,0,0,0,3,6,18,7,2,0,20,501
81,31260,158418,229672,238208,188821,153100,112508,75646,28045,196,30625,173055,235980,211702,164986,150391,134572,94734,19518,358,18228,93457,162797,198128,208848,194363,200904,119882,18794,194659,233870,179757,158956,131328,114002,90204,63171,36327,13485,16363,44085,152012,238325,253247,210342,158842,88303,37583,16657,0,982,3184,5332,19241,47677,155450,256494,334551,392848,0,1100,3039,6018,17701,61364,144595,259032,349740,373170,11214,16756,71416,155403,248350,280093,234896,131398,49425,16808,47722,123445,179270,186823,180499,165693,146781,105400,64802,15324,56188,327956,230802,164326,126256,102574,85122,69085,44969,8481,6111,26131,60193,123330,199231,251473,256427,185708,84064,23091,11514,38650,77895,117054,168088,246402,284903,177944,73093,20216,476
21124,3587,971,519,515,452,458,514,1016,11916,17796,5562,2095,1162,855,713,682,763,1713,10857,13281,6215,3893,2611,1746,1377,1171,1370,2080,9619,19921,5034,2864,2014,1567,1459,1428,1489,1571,7212,20868,4766,4279,3887,3773,3333,2496,2157,1761,784,37780,8731,2083,651,374,136,25,1,0,0,38072,8647,1867,707,323,149,17,2,0,0,16651,4600,3917,4353,4324,3784,3174,2949,2556,416,17726,3512,2162,1480,1108,900,915,1044,1920,9593,9800,4312,2690,2770,3202,3944,4546,4974,4766,2354,6931,2591,2055,1543,1164,1073,1110,1261,2256,22143,17224,4471,2854,2484,2916,3399,3131,2513,2322,3120,8
0,4,1,1,0,0,0,0,2,6,0,0,6,3,4,5,0,2,12,17,0,0,1,16,9,1,2,12,9,20,50,4,1,7,2,2,0,7,3,1,31,9,15,5,0,12,5,6,1,0,0,0,0,0,7,13,3,1,0,0,0,0,0,0,6,15,3,0,0,0,0,0,0,23,19,8,17,5,19,7,43,3,3,5,6,3,3,4,14,14,73,1,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,1,55,0,1,2,8,13,47,15,3,1,10,458
0,7390,18800,51013,71395,119847,141502,102596,110695,7617,118,73850,153709,83323,103747,99568,72005,38236,6252,47,45055,232214,118759,101163,82183,36380,11960,2812,318,11,163463,135951,110984,78419,56746,44921,27587,10964,1721,99,326969,163127,70255,33636,17037,11391,7269,1041,128,2,2,386131,241333,2939,418,24,7,1,0,0,2,493382,133678,3418,334,37,3,1,0,0,287470,159724,87617,47930,22942,13501,8494,2430,596,151,89946,196683,163994,89627,58505,22061,7589,2195,239,16,63278,30140,30487,37084,46861,58822,70245,84478,124204,85256,1,12,164,1385,4792,8474,13953,36562,149114,416398,247381,150368,102078,55005,30704,18158,11609,8772,5477,1301,337
1821,40557,61469,81870,69502,34501,12467,2554,654,112,6375,27364,56612,73437,63612,41866,24240,10211,1731,59,7831,31949,46465,42190,41627,41910,42102,36678,14673,82,26521,20670,27002,34963,45695,50682,48224,34243,14796,2711,18500,15943,28178,38492,42574,46402,47288,41917,23623,2590,0,2237,14015,17381,50344,61116,72569,45544,27431,14870,0,3320,13061,19340,47123,72532,63058,45313,28256,13504,17278,16015,36701,45349,48186,48800,47122,36403,9489,164,23747,20587,33982,45266,48936,50037,39996,28762,13991,203,14843,3977,20901,41898,49979,49773,48012,42672,28481,4971,22462,47237,46061,40042,34281,31510,30185,22804,12746,18179,15062,13570,29842,41570,49051,53538,51428,34782,14163,2501,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
291,26164,58222,51645,46093,42397,36424,22599,11093,471,4947,74324,46775,31924,27546,27490,28979,31476,21252,686,12481,59095,35186,27141,24110,25309,29868,38266,41949,1994,14074,44203,48351,43467,41577,34496,31642,24252,12084,1253,14057,23929,20759,20624,23229,25599,29391,37358,52670,47783,64,41047,68152,64157,59859,28385,16555,8335,5139,3706,104,46601,64031,66791,54476,32382,13581,8457,5434,3542,13547,27916,24232,23480,23527,25066,29321,40258,61372,26680,32702,60846,40622,30511,21233,20547,22416,29292,34863,2367,266,9899,44708,48660,37853,33032,33277,39816,41400,6488,96628,58617,33566,23135,17364,14767,14020,14424,15122,7756,3471,19742,20286,19968,21638,24372,27347,29787,41289,87499,365
28446,130072,31068,9381,2355,772,218,61,35,3,94263,91694,11938,2865,939,479,142,53,36,2,116159,60239,15320,5904,2621,1283,531,276,75,3,9331,11511,14738,19655,20864,27252,28552,30850,25206,14452,28900,56271,38423,28537,19666,13086,9573,5840,1858,257,0,1009,16645,67556,74536,23442,13399,4910,862,52,0,1528,15749,77711,64690,26224,10893,4764,816,36,55279,75885,29498,15285,10815,7761,5210,2191,459,28,20802,61039,60375,30473,15708,8124,4447,1285,155,3,1573,634,1409,2557,3433,4550,6555,11783,29908,140009,21461,23897,24529,22650,20413,20394,21525,21808,19285,6449,53189,68343,26794,14436,9860,7249,5393,4078,3696,9373,588
36652,58325,41714,53284,50731,39527,29442,15053,26061,5464,59782,87402,67205,47035,38206,24257,16437,9580,4258,2059,75220,110809,61451,42427,32200,20641,7436,2857,2833,310,41695,71665,71751,62454,42083,28571,18500,10931,6375,2091,42396,68437,55595,41631,40625,40878,39010,23173,3884,42,158,155898,161724,24782,9564,2496,767,42,0,1,531,179807,137513,26100,8098,2843,500,39,0,1,62034,76009,53228,43265,40139,37486,27446,11327,3850,1055,68403,99686,77323,51253,31447,17980,6015,2270,1804,101,6426,7087,12264,19794,28087,33579,40070,51613,74422,82769,6913,27729,41269,41978,39776,40338,46697,52548,44942,13468,34882,48689,47318,43322,42099,38758,33731,28347,23654,14846,300
