band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
296302,28332,4688,1494,1110,664,312,73,33,18,4,3,291640,35254,4312,1025,359,187,113,53,42,30,16,2,315211,14844,1718,558,264,177,103,58,51,27,22,0,24791,14211,11947,11966,11942,13244,15237,16676,22112,30454,52243,108210,100952,80492,52232,39150,28990,18857,8473,2428,973,383,93,10,193032,131688,6859,886,438,104,21,4,1,0,0,0,195379,129745,6325,1160,283,116,21,3,1,0,0,0,177011,133014,16846,3014,1414,781,433,261,176,72,9,2,76589,43661,34400,27191,24447,27436,22229,23799,24827,20401,7952,101,3,10,11,18,28,94,167,292,690,2042,10230,319448,57517,43212,37755,31967,27816,22030,18629,16152,14692,15841,19549,27873,257829,64266,7069,2179,911,379,181,95,59,35,11,19,281
0,18,341,963,2623,6920,15977,35070,48126,43978,15899,115,1,135,536,879,1613,3305,7049,18303,38292,65965,33872,80,1,413,914,1407,2840,5112,11800,24466,43198,56355,23489,35,640,832,756,1157,2170,4185,8232,17633,43345,67962,22390,728,344,954,1461,2446,3764,7301,15723,32223,55259,41591,8849,115,26,1520,2760,3852,13442,21332,25108,34149,35602,24956,6812,471,26,1541,2534,5584,10310,20971,31538,32701,33105,26161,5061,498,134,876,1585,2184,3425,5609,9885,17535,33217,54968,38679,1933,272,287,391,639,1068,1527,3129,8746,37733,87658,28534,46,262,3304,11598,20714,31469,35458,30155,19305,10887,4967,1603,308,51,259,3113,21098,45038,41334,24584,13773,8519,6346,4558,1357,514,2166,5938,12528,23108,33790,36626,28678,16956,7561,2102,63,85
184665,170432,26519,9107,3379,1750,1046,747,664,690,609,353,187249,153770,34202,10896,5139,2443,1922,1333,1032,876,784,315,189719,124843,44298,16616,9517,5539,3576,2330,1563,1072,731,157,13975,11284,19001,35460,53408,77058,76472,53961,32362,16703,8451,1826,87770,92222,50258,36319,30488,26350,22991,20522,16941,10548,4618,934,20,3163,15896,22818,60367,85414,81374,75747,35120,13835,5374,833,23,3289,14579,32845,46976,86006,97999,66085,32366,14292,4600,901,139146,91964,54484,34986,23451,18455,13516,9966,7211,4323,2050,409,58984,106851,108201,64202,29900,16492,7559,4097,1903,1021,551,200,4403,633,1008,1436,2171,3416,5509,9614,18291,39606,100971,212903,55135,38555,35028,32821,30739,29357,29863,30591,32756,35723,30858,18535,116351,83176,50330,35452,27224,21120,16257,12860,10155,7577,7671,11788,569
105,135,1311,6652,40038,88000,82554,28933,8833,1811,549,111,295,1915,4906,40958,107574,65880,24341,8725,2861,957,526,94,550,14277,91539,79639,41565,18871,7953,2784,1012,429,343,70,8889,13546,12019,14472,20574,33635,45710,51756,33550,17704,6456,721,2709,21650,69110,70925,47008,25275,12455,5655,2565,1105,391,184,75,107283,123554,21505,5112,855,412,208,27,1,0,0,79,114172,114453,25941,2812,910,478,164,22,1,0,0,2109,30944,82659,62075,37279,21927,11728,5814,2636,1200,466,195,2887,10080,15591,22718,38192,53553,54838,41657,16145,2897,395,79,358,1124,1596,2667,4484,8119,15134,27708,50868,82464,59904,4606,131,662,1817,3503,6093,10649,17937,30030,47716,73861,57652,8981,6789,54153,74361,54011,32730,18354,9028,4446,2444,1377,865,474,229
19,18080,24029,12354,21576,56587,75197,38186,19219,6268,2523,535,6275,35925,12208,20131,59221,60275,39064,21473,10576,5864,3076,485,17673,31637,32218,45472,49266,41509,28514,15507,7016,3232,2097,432,5856,11395,17347,20071,28015,35926,42110,52205,35998,19927,5313,410,9192,20361,26302,38261,47949,43685,35138,24674,15239,8435,3829,1508,100,17682,127207,68731,40873,9495,2324,2814,3631,1431,279,6,107,20175,119916,87523,26263,9882,2837,2571,3540,1514,237,8,13860,24464,31896,41278,44916,39581,29318,22162,14121,7857,3695,1425,12015,22542,16760,22204,42224,54520,46305,33459,14126,7325,2688,405,1422,1595,1705,2911,6480,14827,29382,45269,54795,51548,48665,15974,2859,7543,12837,19797,26878,33726,38896,38493,37692,33231,17343,5278,2494,37775,48357,47552,43335,34037,22766,15009,9585,5638,4381,3644,237
1888,59289,127484,119621,94140,71852,53233,39382,26770,16500,6994,442,86,13304,53451,66811,72826,72906,74509,74618,77499,69043,41629,913,5,8398,24935,30400,38853,44608,52673,66865,90949,124075,129196,6638,27734,35591,30949,32970,36360,45923,52060,71425,93393,102491,74479,14220,3923,8846,10906,10907,13324,18532,29766,47423,73271,107136,132560,161001,0,277,1025,1090,6294,9964,16520,33164,48390,118022,282093,100756,0,289,900,1524,5155,10804,18275,30639,52246,117770,275191,104802,3477,11861,14073,13122,14328,18699,27960,45964,74893,122573,172823,97822,12962,21886,25110,26299,36349,49065,64982,82753,91765,102524,97557,6343,3524,39251,130461,138649,89746,55992,38684,30515,27895,29011,28322,5545,362718,95578,56280,32257,18747,12142,8915,7312,6941,7045,5248,4412,9519,17865,15202,15103,16156,17402,19104,23115,29858,37730,71225,345316,567
146213,129473,59650,21997,21336,25391,24720,52744,43830,17501,2256,104,181013,160987,60639,68441,45030,16409,7546,2596,1888,418,179,69,183936,239572,92182,16864,4965,3640,2127,1000,442,350,102,35,73953,87557,81764,60306,48236,42543,32042,27303,24864,25031,24197,17419,169500,145166,89417,59512,39330,22093,9685,5241,3367,1638,250,16,507548,32607,3806,668,364,137,35,30,8,9,3,0,508538,31954,3404,852,244,131,44,29,6,10,3,0,228778,212563,61512,19516,8913,4904,4137,2563,1695,528,98,8,170057,147179,85462,40006,43490,20051,18725,10731,6289,2488,665,72,3528,1218,1342,1963,3629,6167,10823,21852,54181,96026,165619,178867,11533,20845,28955,31499,31727,31142,31904,33694,38998,55271,95429,134218,136129,165947,118418,58894,26017,13031,8019,5626,4166,2947,2494,3527,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,0,16,59,0,0,0,0,2,6,28,10,4,12,38,61,87,19,17,13,9,3,4,6,14,21,14,31,14,60,12,14,20,26,7,11,34,20,16,11,0,0,0,0,0,0,0,2,40,34,0,0,0,0,0,0,0,0,0,1,42,37,0,0,0,0,0,0,47,37,8,29,19,49,62,43,76,12,5,13,10,8,3,2,18,29,42,90,197,1,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,135,0,0,0,5,23,103,122,30,11,2,2,10,582
0,365,2699,5333,2216,3135,3212,13032,39842,49436,9864,95,46,4567,6168,3181,2085,5639,19019,31309,39589,15239,2357,30,540,8590,4733,4489,10018,15925,26839,28095,21017,7926,1049,8,2453,7970,10443,16161,19323,23829,21758,15372,7468,3265,1102,85,3373,7386,9126,12804,18735,22427,23994,19085,9470,2635,190,4,2662,15984,25713,27097,36204,15554,4241,1665,107,2,0,0,2813,16583,24199,38187,25379,15329,5509,1149,80,1,0,0,2774,8047,6817,7509,10413,13258,19466,23256,23445,12233,1985,26,2296,4235,4802,7717,8856,14715,24529,28768,25665,6809,824,13,501,3793,10768,15386,19014,20694,18614,14622,10121,7826,6396,1494,1,44,458,2289,5854,11524,16297,18900,21358,23449,22404,6651,1098,9665,14191,15715,18809,20574,19660,15848,9492,3417,705,55,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1,1,2,4,3,2,7,8,29,5,0,2,5,1,2,2,3,2,3,2,6,29,3,4,6,8,5,2,10,3,1,0,0,8,4,6,10,2,0,10,2,0,0,0,0,16,4,28,8,4,15,1,0,0,0,0,0,0,3,13,27,56,52,23,22,57,63,20,84,58,26,12,5,8,11,15,25,38,40,77,32,2,1,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,10,18,14,2,5,2,2,34,164
37624,166065,168615,116288,69752,38682,17214,5810,1610,337,8,0,21694,136504,105770,115681,100752,61925,44017,20080,11336,3714,532,0,13194,69402,91510,76419,82487,86750,86491,65889,35999,12555,1309,0,63954,164235,148640,96120,65550,46212,23393,10185,2959,675,82,0,7161,30636,63941,101287,126010,122355,90353,48673,21490,8422,1660,17,330,6001,4629,3260,21012,34089,48047,68388,87834,116820,144539,87056,363,6040,4263,4790,15683,35662,54559,65532,80375,127368,137288,90082,7091,23921,48339,64132,86194,106361,114716,96312,50948,20202,3758,31,23509,97842,134675,136820,104180,67818,36994,13227,4944,1650,346,0,4202,34562,67364,92859,86561,66543,51359,45163,47128,59278,53705,13281,11587,31806,55738,79742,98815,100938,87709,67044,47485,28233,9355,3553,4384,19310,39136,43560,49420,70988,106408,124528,92914,44891,21029,5437,453
0,3495,13404,26034,35922,42121,51050,83388,74688,49277,35433,309,0,617,11517,23229,36914,59669,82081,90778,66686,36501,7058,71,1,2250,28238,56886,73231,86878,71616,54336,29766,9929,1966,24,2537,7085,16408,31646,51446,68330,95656,86280,42170,12188,1302,73,1207,6520,24766,47277,70503,82319,76288,58378,33940,11913,1950,60,28,2846,11647,31801,129159,133319,52825,35337,12786,4139,1137,97,26,3228,9983,44566,108797,138658,63759,29365,11514,4142,982,101,412,4309,24158,47277,62944,66750,67979,62608,46068,25390,6892,334,585,2162,6671,14263,27631,52741,91168,106796,85668,24375,3016,45,1223,4097,8928,15960,27435,45213,67036,86700,87553,57579,13303,94,59,894,5662,17254,35488,53771,67344,70839,67857,58415,31508,6030,410,11606,48285,78095,84910,72206,51872,33211,19572,9609,4531,814,135
16026,48300,39286,53510,53888,62965,90211,84240,75010,37531,22568,8173,52098,52620,47837,67350,110576,101191,77284,39172,18522,11774,10510,2774,75683,60622,114159,142899,98656,50047,22664,10086,5895,4799,5978,220,52118,93521,136429,130184,80861,46650,24420,13964,7703,3815,1744,299,87127,93286,127654,119721,74050,42987,23840,12138,6175,3712,955,63,114,27438,155428,133694,182692,75340,11644,3632,1047,490,167,22,129,26449,139370,177326,145085,84827,13941,2892,1005,503,158,23,99195,84525,133282,104563,74260,43578,23525,12278,7109,4404,4378,611,60523,103518,123392,132465,88069,47880,17712,7389,3551,3037,4054,118,22624,10262,10395,15247,25605,44815,74619,101053,91950,68446,64516,62176,319,1128,2777,6454,13143,23166,35832,51215,73024,119561,181736,83353,50030,86258,85324,106731,99380,71728,43021,23043,12223,7454,5521,994,203
21701,100189,86774,74405,55066,39651,37105,25899,19224,13741,4143,2758,30508,89084,70953,58680,55017,53085,42894,38299,21876,8374,8892,2994,47197,99463,67660,59102,52320,47341,43210,30452,16133,9276,5375,3127,12463,13022,28023,52320,70820,78776,70524,63010,40544,26343,15222,9589,34538,69993,60835,55418,54017,54144,46672,41625,33202,19643,6763,3806,644,57808,134890,111393,109983,40402,12789,6736,2834,1987,1075,115,773,57905,122888,147435,81688,43449,14963,5671,2689,2142,917,136,74573,86890,66693,56798,53265,41277,32029,26755,20966,13433,4335,3642,15879,29046,53462,79166,86375,80092,59518,39187,23342,8843,2846,2900,10352,4707,6730,10593,18468,32759,49812,58620,59979,62792,83142,82702,8426,24103,35808,42767,48184,51099,51263,49216,48932,51221,47185,22452,53822,87172,57423,56323,53529,45825,36409,28135,20182,14487,13899,13450,383
112353,9170,2195,902,489,295,208,143,98,55,9,0,98531,18919,3898,1756,926,543,419,313,260,233,119,0,90904,23068,5233,2329,1397,884,685,506,399,304,207,1,11152,8615,7125,6630,7174,7272,8011,9051,11076,15049,19814,14948,28279,23487,16706,14653,13683,12014,7682,4268,2761,1589,622,173,89372,26348,4729,2003,1861,774,413,281,90,42,3,1,88875,26708,4519,2618,1429,911,474,244,96,38,4,1,37107,43852,23525,8375,4059,2695,2160,1757,1359,858,169,1,36539,18390,12533,11002,10596,10435,9123,7965,5371,2824,1055,84,1,12,23,81,352,672,997,1497,2420,5155,16370,98337,27361,21738,15724,11855,9348,7386,6046,5301,4821,5037,5877,5423,33131,49319,18115,9402,5597,3619,2382,1589,1041,617,503,602,285
0,0,22,528,2757,9154,21508,55356,104193,160973,157379,17348,0,27,220,890,3955,12001,17335,35827,61260,156440,200826,40437,0,152,1749,6834,12985,16786,26288,43190,70405,145048,162907,42874,793,1087,1264,2356,4197,6842,13041,25703,61618,174899,220522,16896,707,1433,4393,10466,12971,24095,37639,57537,110780,142854,89253,37090,0,773,9897,16949,32864,58255,71945,123712,117715,84176,12870,62,0,736,8951,23538,25207,55105,91946,116972,111163,87833,7704,63,360,2103,11305,12721,15356,19609,23783,32564,60138,120213,154683,76383,372,366,440,778,1635,2872,6148,14486,50267,172271,240780,38803,19409,65984,53521,60560,76095,77750,64376,48045,35369,21688,6192,229,115,431,5768,66742,148948,114935,71548,49334,31726,20822,15554,3295,809,12227,26295,41576,60051,79977,85455,70210,54983,53377,43200,1056,81
4,437,4983,4836,4781,5145,4204,6451,7956,7073,2169,105,10,3381,8114,4984,5128,5647,5434,6272,5878,2708,534,54,15,6652,8258,6574,5864,5180,7588,4779,2372,670,158,34,22797,12078,6148,3129,1352,996,588,292,279,166,206,113,13936,8273,8804,6899,4791,2933,1544,679,222,52,11,0,0,0,2023,3680,3257,5702,5145,7336,6904,5792,5554,2751,0,0,1861,4158,2731,5504,6492,6824,6570,6146,5011,2847,11572,4604,7285,7127,5756,4522,3463,2382,1217,201,15,0,14147,11470,9981,4418,3562,2127,1103,707,367,178,57,27,12683,6805,4620,4090,3491,3109,2646,2672,2801,3039,1930,258,1,19,89,179,429,857,1351,2144,3169,5233,11632,23041,7704,5019,4658,5690,6098,5447,4124,3114,2277,1466,1330,1217,518
0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,1,0,1,4,3,5,0,0,0,3,1,4,3,5,2,2,5,3,0,24,1,1,2,0,0,0,0,0,0,0,0,16,11,6,2,3,1,2,1,0,0,0,0,0,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0,0,4,2,4,0,0,2,4,0,1,2,11,16,21,8,18,18,5,5,0,54,18,6,10,9,8,10,5,14,8,9,3,32,3,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,3,15,10,1,1,0,1,23,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,2,8,10,15,12,9,1,5,2,6,5,0,4,4,2,20,0,0,22,10,4,10,15,4,12,4,14,17,0,0,0,0,0,0,0,1,9,12,14,4,0,0,0,0,0,0,0,2,8,23,18,1,0,0,0,0,0,0,6,51,24,41,39,70,0,0,3,26,22,18,10,17,11,26,60,108,41,0,0,0,0,0,0,0,0,0,0,50,140,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,37,41,3,1,0,0,60,120
7,2774,51983,141944,212313,176925,171798,155792,154436,102809,39336,5642,102,18340,147340,192945,158147,139921,126889,126126,147900,110835,44364,2850,509,13349,58859,109825,159095,166449,160390,156457,175982,160518,51651,2675,279724,216701,152878,129367,107803,90331,76567,59965,47036,33384,17938,4065,21349,47965,114283,169251,199969,183012,166174,143501,99264,43734,20234,7023,0,405,2026,3920,6231,8242,13183,36942,76213,181217,450030,437350,0,435,1800,5412,4482,8159,16440,35552,75576,198448,417164,452291,13757,13386,40679,84980,166754,231417,254896,211309,119049,52931,22797,3804,107601,150042,122395,117586,120802,121913,129864,124446,113783,69730,35239,2358,48753,271072,247269,192284,145451,100323,67794,49712,37974,29028,20503,5596,4137,16933,28461,54012,109775,178608,217166,205093,169853,128378,69985,33358,15709,22093,36381,53043,80837,134593,203980,241743,206258,120043,72041,29037,476
