band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
320284,9846,1831,935,104,27,6,323093,8785,751,246,95,53,10,328835,3232,556,244,104,45,17,35143,20877,20186,23695,31581,53670,147881,162991,89184,53277,23005,3786,736,54,317576,14557,770,125,5,0,0,317025,15087,812,103,6,0,0,288344,40179,2912,1026,413,154,5,108630,56737,42962,44618,42209,33739,4138,11,18,51,227,624,3756,328346,88985,63850,48707,35062,26765,27242,42422,316443,13938,1947,471,147,60,27,281
0,694,3687,20396,61006,76606,7641,57,957,2555,8960,38963,101249,17289,193,1693,4070,13950,48521,89522,12081,1234,1437,3504,10043,41265,101210,11337,991,2661,6136,19029,65049,72229,3935,1015,4840,15745,46440,57141,41303,3546,993,4676,17588,43137,58908,42032,2696,658,2742,5534,12853,36362,87063,24818,500,723,1621,3740,23328,127619,12499,1882,20955,49512,56989,29989,9468,1235,174,8798,67571,56474,21393,11263,4357,1755,11245,35238,61405,44873,14392,1122,85
330993,55072,8230,2506,1246,1115,799,318957,62545,10033,3935,2094,1510,887,291724,76008,18232,7622,3792,1928,655,21561,36453,86816,128292,89251,30628,6960,160265,85487,54784,42604,34073,19145,3603,1294,26891,74079,166788,100813,25967,4129,1199,26351,84005,152485,105866,26494,3561,209610,91768,45883,27122,16049,7840,1689,134913,169760,70059,16895,5953,1797,584,4848,1750,3434,7611,19612,68262,294444,82984,59768,53827,50651,52920,59858,39953,180140,86085,49638,31962,21059,13606,17471,569
143,2541,54534,147918,49197,4255,444,1524,13576,148928,79895,12674,1988,447,4466,141853,85885,21375,4301,833,319,18778,21669,32541,69649,78629,33462,4304,13243,111659,90916,32037,8607,2149,421,56840,188588,12101,1267,232,4,0,56183,189286,12256,1046,255,6,0,17010,128549,73311,28641,8708,2320,493,8971,28053,57751,94285,62085,7549,338,1111,2943,7038,19639,55831,131865,40605,519,3325,9595,24011,57327,119239,45016,39846,121543,63964,23130,6966,2528,1055,229
9590,37187,35077,99410,77328,13888,2093,34861,24408,78152,92771,31084,10769,2528,44192,56773,85677,55300,24718,6069,1844,12982,30749,44896,68227,76957,37753,3009,23774,45644,77129,69883,38619,15599,3925,5467,179292,69834,11819,4792,3232,137,5244,180071,71742,9170,5020,3208,118,31806,54680,75435,59921,34847,14035,3849,29034,29123,59947,87593,53998,12825,2053,2638,3070,9837,37502,81349,88894,51283,7874,22819,43816,61782,65992,56781,15509,26617,82601,75575,48784,23807,10463,6726,237
31877,210679,169008,108929,63338,29328,4436,5111,90959,119079,127871,129502,118951,26122,3187,42206,63096,83723,122692,207369,95322,53389,55486,61048,82539,129245,175179,60709,9577,18605,21746,40938,90932,179927,255870,4,1661,7021,26484,55119,198120,329186,0,1548,7988,23001,58715,207665,318678,10995,24171,24136,39249,88947,204233,225864,28190,42980,56112,98749,142918,176636,72010,21814,216581,172956,80067,51378,49761,25038,436030,94559,36980,17874,12342,11935,7875,22496,26487,27206,31214,42325,65852,402015,567
245524,101666,42030,39519,80621,34577,1278,307265,113620,95520,22174,5441,1058,137,366280,158513,13720,4536,1520,567,79,128042,139297,87368,63953,51908,39778,34869,281191,149838,76202,26543,8314,2990,137,536967,7403,623,172,34,13,3,537041,7339,642,141,37,13,2,398376,115724,17532,8138,4194,1195,56,269701,140949,78028,34976,16655,4503,403,4424,2259,5725,14111,49200,163299,306197,25353,49293,54264,54266,59282,94074,208683,257043,194466,56906,17087,9064,5358,5291,315
0,0,0,0,0,0,0,0,0,0,6,23,1,75,0,0,2,31,14,22,92,103,26,17,5,10,36,41,71,24,31,27,27,39,26,0,0,0,0,19,57,0,0,0,0,0,16,64,0,0,0,64,24,38,76,92,87,10,21,9,11,47,123,198,0,0,0,0,0,110,200,0,0,0,0,0,135,0,1,35,211,45,4,12,582
29,5633,6457,4278,28621,80688,3523,2545,9674,5390,17022,63538,30158,902,7182,8318,14363,34028,49248,15633,457,8222,19443,32102,41528,20382,6823,729,8848,16511,29093,40723,28050,5926,78,13457,43491,50712,19795,1761,13,0,13505,44199,53775,15911,1828,11,0,8655,11930,16238,28671,39469,23469,797,5778,8628,16529,36046,43680,18222,346,2420,18756,31313,33763,23385,13611,5981,19,1118,9021,23553,33354,39782,22382,7069,24296,31082,34703,24684,6996,399,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,7,4,14,32,2,7,3,4,5,3,28,12,9,12,8,7,1,8,6,14,2,12,0,0,12,18,26,17,3,0,0,0,9,42,96,36,82,71,126,47,15,15,28,63,105,33,2,0,0,0,0,40,100,0,0,0,0,0,9,0,5,12,29,7,5,36,164
163309,272430,133364,42049,10197,656,0,125216,192040,177007,85755,34486,7340,161,52179,154412,139098,150049,100779,25109,379,185845,233039,127145,59496,14906,1544,30,25790,115476,205737,184855,73081,16382,684,4970,7391,22871,82136,109194,204311,191132,4793,7315,24799,72505,116797,212603,183193,21186,83345,140258,190308,146052,39163,1693,86331,228504,187529,94913,21194,3399,135,25952,119052,151240,100524,78380,100100,46757,31870,98318,162456,162337,107442,50701,8881,15704,65566,82642,152099,201095,86194,18705,453
987,27166,51867,85132,140552,93482,15935,121,21707,62800,120060,139570,67921,2942,373,52291,124321,133273,83475,20444,944,6799,29683,79141,143033,131010,24859,596,4440,46219,110218,137440,91597,24293,914,943,23229,151309,186144,44844,7855,797,996,20451,178367,160006,46650,8041,610,2303,43921,100315,118507,99962,46364,3749,1674,13851,43023,122807,172555,59719,1492,3745,16382,42650,96118,149630,100737,5859,509,11614,53924,104098,120108,99364,25504,5584,85730,143625,106273,52047,18218,3644,135
53653,70923,90718,133579,149281,69552,24002,92268,87356,159769,161321,59255,21107,10632,113545,200655,187045,60822,16258,8563,4820,114425,233617,152892,60686,21874,6908,1306,151703,213187,144338,56848,18537,6547,548,12464,237916,248986,86984,4311,936,111,10736,230337,275276,69542,4776,943,98,151711,214013,138407,56092,19442,8219,3824,129981,216828,169600,55842,10982,5483,2992,30125,18847,39945,101878,169100,121458,110355,1009,5359,20097,50200,95065,201255,218723,115685,150157,173979,97998,35562,13648,4678,203
95380,143891,101181,66818,44118,23701,5567,93189,126005,93452,82595,58224,17028,10163,120164,122041,90938,77639,46298,16953,6623,20699,52713,115620,130618,92510,48482,20014,85613,104380,93244,85734,68229,36025,7431,33150,217728,163840,53191,8541,3398,808,31612,215154,176380,44015,9235,3578,682,141082,110716,91478,65145,42910,23250,6075,36013,96855,141335,120586,63626,17670,4571,13926,11768,28858,71072,100248,109017,145767,24231,61777,80436,87677,84484,86842,55209,122667,100000,92504,70580,45228,26183,23494,383
119968,4212,981,426,228,100,2,115232,7061,1820,834,521,386,63,110881,9475,2702,1354,816,567,122,17623,12351,11737,12949,16215,25630,29412,46038,28921,23712,16994,6832,2892,528,113120,8427,2766,1187,322,93,2,112586,8753,3044,1079,369,84,2,69228,39810,8326,4119,2872,1497,65,50449,21750,18462,16573,12761,5184,738,8,40,489,1454,2882,9087,111957,43687,26577,16919,11511,8749,8756,9718,73278,32029,10894,5090,2532,1119,975,285
0,107,3448,29075,93625,275778,127185,5,516,6744,26287,69544,248461,177661,38,4096,18070,37961,80777,226134,162142,1485,2633,6811,16058,59793,288121,154317,1664,7530,24413,50981,118401,229398,96831,280,18740,41463,130200,199919,135298,3318,230,18811,47571,118058,205242,137695,1611,1332,17954,25863,35115,68346,195593,185015,678,781,2584,7378,34865,285893,197039,68579,94989,123203,122720,77903,38679,3145,356,20737,222105,156886,77308,37740,14086,7844,47300,95486,144541,114247,92435,27363,81
180,7206,7866,8888,11117,11826,1061,1325,12166,8526,9644,11251,4924,308,3893,13989,9837,11099,7795,1421,110,32486,10253,3038,1211,561,338,257,19541,14914,8697,3873,995,120,4,0,4377,4583,10847,11723,9782,6832,0,4224,5486,9766,11994,10359,6315,14750,11489,10928,6708,3753,507,9,23382,13540,6921,2873,1007,360,61,17812,8177,6166,4917,4597,5032,1443,8,171,636,1908,3954,8965,32502,11506,8239,10250,8211,5068,2693,2177,518
0,0,0,2,1,2,2,0,0,1,0,3,6,4,0,4,4,8,4,5,3,24,2,2,0,0,0,0,26,8,4,3,1,0,0,0,0,0,6,2,2,2,0,0,1,5,4,2,4,1,2,31,22,27,19,3,68,15,15,16,11,22,7,35,1,0,0,0,0,0,40,0,0,0,0,0,18,0,0,5,24,1,1,24,501
0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,10,25,20,7,3,9,3,6,22,0,29,10,21,10,13,29,0,0,0,0,5,22,13,0,0,0,0,6,31,15,0,0,0,3,64,65,99,0,8,46,24,21,46,156,41,0,0,0,0,0,50,140,0,0,0,0,0,18,0,0,7,74,6,0,60,120
597,105971,322635,316440,265999,176689,27428,5385,245744,299386,213764,227446,196067,27967,6888,105212,249864,288763,274396,259902,30734,448180,255927,196013,141451,100626,58714,14848,49716,200959,328396,298557,231911,86051,20169,79,3851,8652,21425,73774,302518,805460,68,3603,9652,19006,76263,333593,773574,21013,76364,250990,422386,323931,102950,18125,218446,208092,202367,215725,216602,130316,24211,234589,421304,266105,142850,80823,50898,19190,15336,52728,166505,343208,336970,222970,78042,29903,64469,129152,289115,402989,223054,77076,476
108465,57070,15976,5683,3257,2137,22279,57722,53636,36238,23825,13018,8204,22224,63868,51057,36381,21504,14914,6756,20387,56148,23791,26829,37721,33041,16021,21316,87061,36994,33103,29345,21732,6559,73,70975,68259,48256,20994,5651,709,23,71296,69478,49883,17769,5682,747,12,75905,45502,31916,25637,22278,13232,397,58251,22153,30509,33295,32413,16957,21289,28332,11207,14055,22802,34735,57214,46522,3114,14992,34991,30627,23618,23287,84238,81848,46991,40048,30065,13275,2358,282,8
4,2,0,2,0,0,6,0,5,6,6,7,3,22,0,2,12,13,12,11,20,55,5,7,8,2,0,0,47,13,3,11,10,0,0,0,0,22,2,0,0,0,0,0,22,2,0,0,0,0,4,32,18,18,20,6,51,6,2,10,3,13,13,81,0,0,0,0,0,10,50,0,0,0,0,0,57,0,2,10,68,8,4,11,458
5373,274258,181744,53007,43716,22409,221,126919,303640,83423,42930,21195,3202,78,325168,182898,51825,18343,3377,563,16,130366,87518,114901,103238,94083,44497,8325,436708,90756,31103,19079,6649,446,3,0,91138,409730,77171,7161,397,68,0,89841,426009,61690,7636,427,62,431501,93867,28806,16889,9923,3027,49,203432,222858,100864,41295,15914,3487,35,46165,9185,15921,25671,48950,130116,305578,14,414,4195,23388,45584,89631,414114,420602,89632,36089,19565,8958,2583,493,337
3696,46051,102704,103666,43320,5852,218,10729,46046,81878,91471,57760,17315,308,10032,37845,43991,59863,90142,62175,1459,42663,50689,69469,66562,50695,23824,1605,25394,33313,49063,73068,80550,42384,1735,7,12235,24052,77016,90743,68463,32991,8,12004,28482,69186,95282,71384,29161,21210,38210,55537,76459,82963,30757,371,35266,37928,60539,74659,65391,30810,914,19177,54140,81501,69043,50491,26308,4847,23203,55158,60709,59989,46401,33449,26598,16428,30326,61599,76371,70721,39897,10165,487
0,0,0,1,2,0,4,0,0,0,0,2,9,10,0,2,9,5,19,19,23,105,16,12,4,7,13,4,105,43,34,23,33,13,1,0,0,7,68,5,0,0,0,0,7,61,18,0,0,2,6,85,92,59,61,24,172,28,9,27,31,15,82,95,0,0,0,0,0,120,330,0,0,0,0,1,25,0,1,20,121,36,11,136,546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
51389,108525,56145,50842,24226,3916,356,90602,69913,39300,42437,37712,14647,788,83749,59709,35282,36161,42960,35771,1767,26298,65464,75845,65594,46119,15264,815,47105,43118,34931,33516,41689,63736,31304,105757,137535,44083,7779,240,5,0,102429,139651,46789,6245,282,3,0,55226,49152,34400,33214,40275,62074,21058,66413,68725,46826,41523,42680,27798,1434,1061,11624,43933,54796,50649,64734,68602,107428,54117,36729,28600,23730,24154,20641,34568,45164,36985,34344,34758,38237,71343,365
181852,18667,1521,240,79,40,12,178901,20230,2436,533,185,98,28,158595,30382,8389,3582,1138,283,42,15426,18827,26458,38204,47233,41342,14921,75715,51948,30849,20931,15740,6776,452,2,2075,17526,107315,50849,18120,6524,1,1907,21777,100930,53221,18875,5700,113908,47828,18875,12395,7514,1791,100,65952,76303,42834,13199,3555,502,66,1985,1782,4043,5836,8589,20323,159853,56323,36496,30274,24958,20770,20567,13023,106842,43764,17142,9762,6584,4969,13348,588
26352,54346,49916,64542,79003,54365,18877,71855,71267,70217,70380,46729,13768,2122,106626,94026,72472,52307,16552,3184,100,177974,110177,41519,11921,2242,377,12,106754,64935,57431,68178,39971,3893,3,304292,33301,1729,24,0,0,0,304356,33207,1772,11,0,0,0,100504,70808,60930,64493,37408,7662,497,115292,108217,75162,41045,8134,754,8,9755,22149,46444,67618,75279,77144,45832,1232,15628,33584,51240,60945,88954,89582,37762,60684,62778,62040,60467,38087,19347,300
1,2,3,12,7,7,45,0,2,3,11,21,16,66,0,0,5,44,20,26,52,106,8,6,17,12,5,7,74,21,28,20,20,18,1,0,0,12,26,12,4,0,0,0,14,30,6,6,0,0,1,25,61,30,52,41,81,14,6,13,18,15,63,183,1,1,0,0,0,30,100,0,0,0,0,1,152,1,7,15,128,38,9,39,362
0,5832,16713,45708,83459,86203,9839,39,6469,23986,62026,89919,58903,6412,1428,16401,49424,80428,71539,27063,1471,3002,7180,17183,43550,86276,76774,13789,5066,43327,83936,68866,37401,8885,273,2459,35465,119285,72562,15519,2459,5,2094,36020,129690,61307,16225,2415,3,5067,59179,60975,50107,43875,26567,1984,1520,1735,4996,22193,107933,107384,1993,3933,12204,22498,47953,86098,63598,11470,37,749,6369,28253,66667,99418,46261,32810,97223,65921,30551,16150,4798,301,76
34864,129885,73214,53243,49241,57956,14622,32517,106249,89590,54561,41120,57614,31374,14960,59274,86643,88567,61866,65316,36399,96595,95330,56127,47272,50509,53322,13870,10285,45350,91666,84322,55983,59294,66125,5348,31050,87545,79127,49924,97866,62165,5234,30668,99041,65982,51369,100642,60089,7754,24379,64902,100000,81798,68588,65604,42341,107290,87288,50549,35757,54257,35543,15461,98696,107735,80340,60099,38512,12182,89396,90126,78516,71480,49341,27820,6346,5325,17711,40378,81949,108364,71546,87752,461
0,0,0,0,0,0,0,46,20,9,5,7,6,12,39,23,16,9,9,13,3,126,4,3,0,0,0,0,110,20,3,4,2,1,0,42,0,0,0,0,0,0,44,0,0,0,0,0,0,42,46,24,21,12,15,1,129,8,5,5,4,12,5,127,4,4,2,0,0,30,50,2,0,0,0,4,125,3,12,39,79,12,5,27,297
166840,48711,32291,16312,7000,2375,7702,177412,64084,13667,7529,4203,1392,6646,219216,31066,7593,3261,1155,1065,5241,30520,28337,34246,42935,54505,52635,19121,117210,70022,34836,13041,5205,2010,2461,192671,39390,3657,384,10,3,0,189434,42181,4177,309,11,3,0,165582,59644,11720,6377,3019,2602,2158,104093,66932,54280,38489,15230,2278,6878,2011,2782,2884,3079,6010,23955,221578,1655,12928,30040,45089,46699,53643,54731,165309,59712,14351,4219,949,189,56,248
298735,20835,9297,7064,6608,9746,107749,306828,20363,7989,6317,6634,11473,97087,305179,22959,9708,8312,9396,14199,83574,159410,40911,32858,31552,34094,42442,108706,316108,58017,23827,13254,11474,10182,7935,433876,1393,178,43,4,2,0,433722,1535,196,37,4,2,0,325446,57461,18285,13253,11906,10778,7039,247947,46706,28174,20834,15427,16466,91808,59660,33473,25009,23374,26434,45331,236204,13150,26840,32531,31983,31085,44098,258294,364218,58400,9943,2246,1172,791,1208,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
0,0,0,0,0,0,0,1,9,4,6,2,11,16,0,7,11,7,10,15,6,56,9,4,0,0,1,0,51,17,9,9,4,1,0,4,30,0,0,0,0,0,6,32,4,0,0,0,0,1,13,41,30,23,27,12,76,10,2,10,12,15,22,65,0,0,0,0,0,20,60,0,0,0,1,0,61,0,0,9,57,9,0,33,219
0,0,0,0,0,0,0,3,2,1,0,1,2,5,11,6,0,1,9,3,5,61,0,3,1,2,4,4,61,11,3,5,8,4,4,24,0,0,0,0,0,0,24,0,0,0,0,0,0,21,29,14,11,12,10,14,79,3,9,3,4,3,17,36,1,0,0,1,0,54,109,0,1,0,0,1,13,1,5,13,44,5,0,31,624
666242,155817,26435,8849,2854,1039,39,557401,220457,48244,20557,9854,4153,609,408337,269380,95279,48418,28611,10410,840,105381,200504,214621,174842,105988,46829,13110,190808,201507,160750,138782,109381,55068,4979,96864,373306,244069,128293,18059,662,22,92317,372309,265941,110432,19658,600,18,277836,235934,130573,93551,76313,42868,4200,305100,256981,164297,89690,35620,9133,454,802,4403,19541,56540,127033,287634,365322,211608,199903,150118,106155,79241,74444,39806,151830,241870,167967,121762,87329,54864,35653,390
1996,64377,283038,215119,84513,25652,305,3683,65032,240968,209218,109673,45706,720,5712,30777,106964,251631,184480,93258,2178,239602,227128,130457,54442,18115,4687,569,20923,189258,258449,118046,66492,21754,78,7,5823,1984,4255,24135,84838,553958,2,5789,2226,3762,23892,94844,544485,9578,62069,249367,243292,94926,15763,5,78262,208839,192480,118790,59014,17268,347,113560,242098,154453,91322,49867,21487,2213,629,11574,42602,94276,190710,274106,61103,12492,52042,146819,231477,162872,56350,12948,513
65,876,3423,46251,202656,145633,28248,39,3165,45255,140295,151082,76111,11205,2994,93508,144307,106495,57370,18915,3563,9537,12878,29509,57692,91679,154989,70868,17676,93201,125426,108528,62934,17993,1394,63277,122596,104651,122146,12512,1713,257,62800,118622,126982,103712,13082,1738,216,22192,116061,112168,87738,60333,25287,3373,4510,9415,29408,82506,159747,136012,5554,6656,6605,18654,47672,101096,172212,74257,37,2000,17469,53605,97626,158870,97545,88658,169831,94008,45138,21476,7093,948,176
28615,2674,934,551,389,75,0,28899,2448,876,607,394,14,0,29341,2003,747,562,520,65,0,5547,4326,4673,4954,4184,4363,5191,18380,7703,3889,1690,927,642,7,31948,1273,17,0,0,0,0,31914,1304,20,0,0,0,0,25250,5171,1122,756,724,214,1,16545,6279,3936,3256,2298,881,43,123,50,310,551,982,2699,28523,1931,5445,5328,4861,3862,4455,7356,25257,4619,1487,811,560,355,149,277
1,0,0,2,1,2,15,5,2,5,7,10,28,34,8,7,8,29,31,40,31,150,15,17,9,4,1,0,92,70,25,39,11,1,0,2,22,26,25,3,2,0,3,12,42,21,8,2,0,1,11,40,93,100,90,8,107,51,30,43,29,68,36,176,8,2,2,1,6,61,213,0,0,1,2,2,104,1,3,16,154,41,20,69,133
0,0,0,0,0,0,0,0,1,1,0,3,3,6,0,0,2,6,6,6,8,35,2,1,7,2,2,0,28,19,10,9,10,1,0,12,25,11,0,0,0,0,10,24,22,0,0,0,0,2,8,22,68,45,57,8,76,51,12,14,22,33,37,34,1,0,0,0,0,30,90,0,0,0,0,0,18,0,3,6,38,11,1,40,71
473440,13696,3492,1481,583,160,16,462643,21114,4747,2160,1363,736,105,459971,21323,5494,2952,1808,1137,183,54935,36883,39386,47018,64465,101055,149126,197298,127145,93008,53615,15863,5152,787,430066,54690,5749,1886,392,84,1,427414,56914,6335,1658,472,74,1,334805,125363,18412,7396,4476,2376,40,175947,87877,75261,67859,56159,26973,2792,445,342,597,1515,5042,18186,466741,133344,103718,74026,52177,39908,39143,50552,359595,98723,22981,7590,2644,955,380,286
373,21039,179496,287494,216703,93232,17704,3681,95005,220413,197132,163724,116005,20081,6157,146042,158218,149514,158469,165622,32019,38677,94545,138780,157879,181032,170379,34749,22014,106291,150273,183139,174147,117250,62927,877,5008,26152,210415,270071,237683,65835,748,4928,32390,188478,292568,239541,57388,15670,113243,155852,179800,181361,119333,50782,24375,78760,142297,189922,192360,155919,32408,24578,98652,147479,165638,179442,165787,34465,86887,119417,156970,161056,136867,115138,39706,26016,141782,185074,190342,141370,69721,61736,486
338235,72384,30172,18528,8896,4309,3975,347295,71185,30307,14014,5998,4527,3173,345421,71708,32800,12955,7921,4473,1221,104356,67939,91146,79549,60394,45834,27281,254168,88449,52124,39258,26955,13552,1993,300535,89204,52402,23746,7983,2148,481,300829,88753,55629,20225,8438,2193,432,280088,76507,45936,35493,24851,12173,1451,224363,128746,54803,31144,21942,13512,1989,4674,4149,6734,14040,31878,82468,332556,51926,46729,53126,55192,62291,96333,110902,258567,95253,54846,34380,19482,9415,4556,66
