band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
26,3005,7229,6974,6098,7509,10846,6168,289,95,8676,7718,7057,7630,7794,7143,1916,115,669,11859,8971,6983,8400,8028,2682,492,60,27808,11662,4682,1775,969,484,331,247,186,16058,12266,9588,5824,3072,1051,249,35,1,0,566,5137,5059,6694,9687,9021,7601,4379,0,767,5252,4736,7462,9353,8682,7564,4328,12801,8313,9474,7445,5315,3363,1336,96,1,17768,14650,7598,4383,2052,1064,442,146,41,15391,7318,5489,4609,3773,3536,3816,3569,643,2,67,219,655,1459,2667,4639,9755,28681,9750,5921,7400,7965,6431,4387,2796,1845,1649,518
0,0,0,0,2,1,1,1,2,0,0,0,1,0,1,5,5,2,0,3,1,4,8,2,3,5,2,24,1,3,0,0,0,0,0,0,25,8,2,4,1,2,0,0,0,0,0,0,2,4,2,0,3,1,0,0,0,2,4,4,0,2,4,0,2,12,28,12,23,22,5,1,66,11,11,12,12,8,16,12,6,35,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18,0,0,1,6,21,2,1,1,23,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,4,9,22,17,5,5,4,8,1,5,4,21,0,12,20,8,16,9,13,10,24,0,0,0,0,0,1,12,17,10,0,0,0,0,0,2,14,28,8,0,0,0,0,0,57,35,61,78,0,1,28,30,18,19,19,51,135,41,0,0,0,0,0,0,0,50,140,0,0,0,0,0,0,0,18,0,0,0,8,71,7,1,0,60,120
77,22981,173650,271745,234999,210084,195959,93403,12861,516,100567,257644,208093,173940,169050,190495,105007,10447,2196,46372,133974,218140,213242,211009,238230,140093,12503,367301,236480,174889,139954,111631,83081,60231,34008,8184,30809,106100,215939,260723,234093,197840,118093,39838,12324,2,1616,4733,8530,12350,43718,120794,411222,612794,1,1716,5930,7162,13726,43745,122227,408528,612724,16064,34365,102373,242365,331724,290287,142127,47054,9400,166549,173795,157280,162826,161117,173082,141184,69709,10217,121072,370417,267889,184345,109505,69430,48542,33301,11258,8628,29698,65217,162650,269416,278576,219107,131265,51202,21339,39255,66632,118541,225717,316895,255001,123148,49230,476
93965,59852,21122,7353,4035,2998,2054,1898,21590,41340,52229,32379,26766,14758,14150,7357,4942,20946,44410,50684,33321,25145,16517,13388,7971,4071,19360,49574,19194,19040,22995,25608,30573,19517,8780,19586,78974,28495,25983,27521,22690,18200,11388,1604,12,61920,41682,52330,37511,12442,7174,1559,247,2,63341,46871,56368,27219,13243,6230,1365,228,2,64154,38145,29151,22242,22287,17624,15981,5230,53,51954,17746,17575,24835,28434,26554,18565,9593,19611,25148,9655,8968,11884,17621,24973,34235,52390,29993,1726,7525,18915,28772,24302,18949,16891,19438,78349,70827,38633,33285,30499,22983,13489,4161,846,144,8
4,1,1,0,1,1,0,2,4,0,2,4,5,6,1,9,8,14,0,0,9,11,7,11,5,14,13,55,2,6,4,7,3,0,0,0,42,9,10,2,8,13,0,0,0,0,0,2,21,1,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,14,23,17,9,12,23,0,46,7,5,1,9,3,3,14,10,81,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,57,0,0,2,11,67,6,5,1,11,458
909,168451,193819,100090,51089,31299,29490,5484,97,27308,307101,132386,49489,31523,26550,6410,596,24,220903,239729,71646,32676,12045,4051,1044,92,4,110798,64117,69919,89505,91054,79115,53977,20026,4417,383417,116744,39655,23503,13252,6632,1461,79,1,0,12386,173479,344955,41492,12090,1053,174,36,0,18828,260197,251690,43865,9973,922,155,35,384576,115583,36912,21530,11230,8454,4829,937,11,161640,156229,151819,59164,38693,14474,5106,753,7,43562,8219,8923,12978,19770,32127,58545,157405,240057,5,122,899,4942,16314,33708,48074,98129,375147,373648,109770,41908,23910,14978,8546,3758,1135,269,337
1130,22089,54641,86733,84729,42093,12601,1377,114,4466,27148,48088,65911,70482,58417,25219,5697,79,6384,21852,33558,37003,46967,61445,73595,24612,91,33714,33557,49155,52909,52756,43558,29013,10291,554,20694,21517,30910,41516,57211,65612,49882,17775,390,0,4266,11229,30684,47850,79208,64064,50860,17346,0,4811,12735,29072,52548,76869,62858,49885,16729,16602,22833,36917,46091,58826,67604,48006,8536,92,28074,25197,37276,51097,54870,55730,39646,13544,73,16131,25645,58069,63523,53652,42981,28760,14751,1995,14386,37759,46362,47591,46084,39597,30146,22020,21562,12682,17071,34728,52033,59583,57950,43872,22155,5433,487
0,0,0,0,1,1,1,1,3,0,0,0,0,0,2,5,4,10,0,0,3,8,4,16,11,19,16,100,14,9,11,3,5,8,9,2,70,62,30,20,20,26,19,4,1,0,0,0,13,46,21,0,0,0,0,0,0,16,45,25,0,0,0,2,1,16,84,80,32,39,66,9,143,49,10,8,24,25,13,38,54,94,1,0,0,0,0,0,0,120,330,0,0,0,0,0,0,1,25,0,0,5,21,114,30,15,6,134,546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
14510,112554,52624,44384,39015,23616,7300,1211,185,57120,81810,34981,29086,33646,32307,21008,5130,311,59260,64167,31858,26412,28728,31959,34769,17797,449,15892,43409,55765,59289,50761,41994,22578,5341,370,34440,38812,29080,26574,25640,29813,40053,56156,14831,54022,143738,62197,30901,3998,522,21,0,0,59204,142928,63995,24727,4094,435,16,0,0,39031,46210,30692,26569,25797,27782,40240,51581,7497,47430,60032,45076,34578,31056,34415,30708,11670,434,644,3517,19950,38579,42734,39510,42334,60243,47888,90698,50051,34405,26714,22104,19012,18247,19212,14956,21622,39963,30936,28162,26654,26567,28197,33778,59520,365
164525,33227,3711,645,161,68,41,25,8,159198,36299,4913,1236,430,161,101,65,8,139967,41034,11546,5449,2709,1185,361,140,20,12294,12935,16185,22867,28857,36166,35894,29137,8076,58147,50431,30872,21423,16489,13345,8892,2641,171,0,536,2866,28585,73479,60083,21710,12050,3102,0,526,3795,28112,80489,54218,20423,11805,3043,90585,56606,22261,12800,9704,6731,3142,540,42,45011,62514,54473,24029,11893,3412,826,221,32,1846,801,2276,3422,4509,5977,9633,24632,149315,47107,30226,26591,22336,19543,16441,15686,15560,8921,84840,52697,20013,11420,7648,5456,4356,3902,12079,588
21731,31370,32972,45652,61898,55143,57851,34501,6283,57933,43029,71803,62157,46991,35573,22224,5691,937,74645,85204,68431,47383,44018,20049,3858,1679,0,136546,111358,60196,23997,8749,2574,650,150,2,81116,66250,42444,46329,54078,39479,11084,385,0,210952,122237,5283,872,1,1,0,0,0,230752,103261,4763,567,2,1,0,0,0,76253,70817,42839,50066,50280,35886,13237,2800,124,97047,91322,64022,50794,33586,10374,1238,229,0,7095,12419,24491,41307,52304,57698,61831,56363,30713,625,5519,20410,27132,42160,46073,54476,85130,59640,23618,48868,45562,49167,48656,49119,38898,24267,13010,300
0,2,2,2,10,8,6,4,43,0,0,2,4,8,13,18,13,61,0,0,0,6,37,21,9,29,45,100,12,4,4,15,12,5,7,2,63,23,26,12,17,22,8,11,0,0,0,2,20,16,8,8,0,0,0,0,1,20,23,6,6,0,0,0,0,1,39,45,15,38,46,26,74,16,6,5,13,9,14,35,38,181,3,1,0,0,0,0,0,30,100,0,0,0,0,0,0,2,151,0,6,5,18,111,41,11,7,38,362
0,450,8422,17499,34699,62223,76931,44174,3356,3,1984,9501,23678,47325,69343,63605,30633,1682,561,5856,24934,44866,63037,62622,34346,11303,229,2215,3852,8023,17117,33278,59777,71691,45107,6694,2999,17704,58617,62274,53399,35585,14034,3079,63,380,12049,52408,114004,43481,19525,5337,570,0,445,12322,72760,94683,44957,17211,4892,484,0,2103,29988,52727,46966,39323,33457,30692,11968,530,1138,1383,1759,4520,17078,59388,124205,38041,242,2259,7589,12074,20287,36882,63647,64516,35203,5297,18,239,1514,6952,21266,46140,68140,78581,24904,14293,74758,67844,43712,23426,14521,7363,1722,115,76
15920,93509,78497,57542,39760,37455,43896,40716,5730,16654,69220,84214,62374,44823,32393,34024,57238,12085,8261,36267,56509,70119,69836,51730,42357,63406,14540,65534,90627,57843,40000,36522,37407,42277,37453,5362,6871,21618,54242,74710,65559,47264,40947,52745,49069,1995,16036,32782,97339,46321,36275,72287,63110,46880,2335,17520,40841,88029,47752,34019,68724,66406,47399,5211,12763,30906,57300,79683,69552,52029,59992,45589,24020,77877,82827,62256,36859,27052,31922,55158,15054,6688,56467,89347,79638,62185,50520,37286,23427,7467,66703,75601,62990,61359,55571,42661,29830,14150,4160,3345,9764,20140,36652,63959,85941,69624,52333,71267,461
0,0,0,0,0,0,0,0,0,43,5,22,5,3,6,5,8,8,28,24,19,9,6,8,5,11,2,121,8,3,1,0,0,0,0,0,104,18,9,2,4,2,1,0,0,31,11,0,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,33,36,28,21,13,6,15,9,0,125,11,3,3,4,4,5,12,1,123,6,5,2,1,0,0,0,30,50,2,0,0,0,0,1,4,124,2,7,18,31,75,11,4,3,26,297
