band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
292514,30138,5988,1674,1187,809,476,160,44,28,8,4,3,285613,39420,5869,1120,470,216,122,80,47,33,28,14,1,311512,17954,2095,642,305,189,129,74,56,33,24,20,0,23131,14110,11542,10505,10656,11007,13268,14901,16810,22035,31528,50525,103015,92876,78876,51585,38735,29759,21400,12586,4571,1595,678,301,64,7,143756,179239,7493,1916,409,130,81,6,3,0,0,0,0,163184,158676,9026,1438,504,143,52,8,2,0,0,0,0,162144,137906,25344,3730,1719,925,522,340,203,138,54,6,2,73650,39248,32116,27218,26137,22040,22462,22870,22205,22527,16811,5704,45,3,9,7,14,24,50,129,182,366,832,2367,11758,317292,53867,40288,35579,31908,26957,21975,18462,16486,13889,13950,14841,19089,25742,239665,79778,8863,2566,1131,509,226,127,64,49,27,9,19,281
0,4,175,796,1588,4309,10146,20247,33328,47928,39953,11473,83,0,90,417,763,1136,2265,4704,9129,23565,42431,61760,23741,29,1,286,806,1118,2024,3608,7049,14848,27516,45383,50248,17128,15,564,777,704,968,1598,2992,5445,9521,23482,48772,59223,15488,496,273,861,1203,1997,2951,5172,9670,19993,38176,51594,32073,5992,75,0,1374,1748,4256,8776,11809,28771,22190,35116,33315,19003,3239,433,2,1256,2159,3317,9029,15025,22802,31625,32570,26534,21951,3424,336,93,697,1406,1841,2703,4015,7015,11624,20364,35278,52558,31226,1210,250,267,346,523,770,1270,1871,4180,12367,53068,76133,18969,16,219,2345,9085,16875,25564,32563,31493,23607,14632,8352,3747,1295,253,44,186,1692,12968,36398,42615,30362,17599,10342,7160,5622,3942,1100,459,1706,4562,9655,17492,27833,33601,31620,23033,12791,5685,1557,36,85
155294,187058,35144,10886,4669,2091,1266,788,702,586,591,578,308,164634,167350,39317,12161,6168,2996,2127,1474,1063,909,785,732,245,174764,128328,49351,19434,10034,6406,4029,2720,1924,1317,885,649,120,13139,10410,16161,26782,42725,65354,69174,67247,42263,24778,13550,6771,1607,75943,94884,48753,36495,30056,25322,23008,20255,18040,13952,8843,3604,806,6,2286,9702,24409,43672,48908,103388,66545,60385,25990,10370,3485,815,4,2057,11945,20292,46707,63105,81145,87188,49700,21851,11552,3694,721,129631,90217,55164,35741,24657,19551,14300,10951,8424,5825,3475,1706,319,52621,99666,96739,74727,39438,15269,10363,5268,2952,1459,800,490,169,4363,566,830,1243,1733,2606,3949,6409,10888,20381,43009,103914,200070,51892,36127,32860,30463,29237,27643,27088,27901,28560,31412,32562,27826,16390,107739,81620,50989,35083,27449,21780,16935,13536,10994,8802,6715,7152,11167,569
104,51,1032,3194,22033,67608,86818,51692,19556,5163,1261,433,87,208,1664,3165,21437,89026,81592,38317,15092,5323,1923,775,455,55,401,7036,75460,84606,48608,23368,11586,4819,1731,700,359,312,46,7832,12796,10814,12659,15994,24770,38773,46189,41461,28032,14094,5115,503,2309,15154,57510,68428,52702,31404,16240,8041,3955,1974,831,316,168,20,91835,111832,47637,5541,1082,687,263,124,11,0,0,0,24,83476,130961,35534,6972,1133,502,330,90,10,0,0,0,1718,21601,72645,65504,41799,25306,14687,8070,4148,2105,862,409,178,2539,8229,14396,20862,25519,43831,53013,49348,29315,9961,1630,326,63,289,984,1353,2135,3509,5731,10215,18031,31625,54664,79163,48059,3274,117,526,1444,2754,4655,7764,12607,20930,32242,50750,70819,47395,7029,5302,43966,70456,55412,36312,21897,12011,6173,3260,1887,1162,765,429,229
13,14190,23841,11734,15641,36969,66184,54684,31707,12550,4583,2030,447,4398,34574,12567,13172,41337,60331,48364,28623,15033,8371,4888,2600,315,16233,30080,26346,40819,48390,38294,32807,20978,10795,4949,2763,1816,303,5034,10626,13701,21304,19912,29327,38462,42215,41814,32297,15637,3914,330,7021,19357,22051,31348,42372,45140,36838,26676,20056,12303,6927,3127,1357,15,13734,81417,114620,37103,12477,6118,1799,3124,2858,1166,137,5,20,10211,102335,89822,46587,12235,4055,2401,2393,3211,1145,152,6,11647,23314,26406,36157,41425,40639,30028,24692,18558,11228,6019,3220,1240,11232,18913,16259,24366,22555,48379,49848,41763,22105,10991,5670,2198,294,1282,1528,1467,2261,4409,9829,19538,33398,47153,49669,46606,44861,12572,2463,6543,10635,16609,22501,28686,33504,36771,35054,34092,29137,13975,4603,1783,31149,44646,44084,41836,35513,26138,17775,11910,7616,4857,3929,3337,237
1031,42187,114979,113902,96748,74754,58309,42204,32524,21928,13356,5374,299,66,8237,44465,60159,65446,66130,69028,69447,69382,69061,62553,33207,414,3,5309,21960,26350,33231,39131,44237,53430,67828,92208,119769,110784,3355,25302,31917,29290,30048,32707,36910,45133,59067,72629,86519,94577,62176,11320,3637,7341,10226,9885,11179,14483,21542,33535,51521,75620,104819,122614,151193,0,56,966,899,3944,6233,15035,16972,35930,49133,134157,271812,82458,0,50,987,780,3525,8200,11375,22141,29611,58635,131419,273330,77542,3191,9776,13275,12160,12594,15123,20640,31695,49800,79579,122756,163004,84002,11273,20054,21573,25068,29819,38630,53359,66414,78014,88655,97513,83428,3795,3227,27229,107456,136166,97940,62880,41988,31861,26722,25770,27222,25026,4108,352738,93927,57439,34596,20796,13185,9341,7522,6407,6670,6298,4538,4138,8274,16498,14445,13724,14545,15514,16577,19073,23204,29495,37092,72760,336394,567
131813,129963,65220,25975,22804,15558,25818,22562,41945,51504,9696,2259,98,161232,163338,75038,44121,54035,28722,9815,5042,2156,1169,373,112,62,167479,226490,115209,18905,7955,4149,2113,1340,788,402,284,70,31,66338,78347,79692,60229,52526,40961,29351,29285,24173,23166,22971,22608,15568,148454,149458,89385,62502,40503,26245,13329,7237,4182,2570,1163,174,13,494062,45763,3464,1311,312,145,96,20,25,6,8,3,0,500043,38920,4599,951,423,143,71,32,17,5,8,3,0,202143,218722,75704,21014,10745,5650,4440,2956,2097,1304,360,75,5,146601,130469,92083,68452,31579,32643,14577,13546,8346,4636,1731,489,63,3427,1150,1154,1556,2833,4548,7266,12959,27991,59458,98033,161510,163330,10398,18236,25705,28785,29035,29019,29111,30623,31663,38424,55539,97481,121196,123622,155115,120483,66783,31780,15322,9531,6178,4700,3534,2578,2225,3364,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,13,6,0,17,58,0,0,0,0,1,4,16,22,3,6,13,40,56,84,19,13,15,12,4,3,5,5,15,20,13,30,3,70,6,20,14,24,13,4,18,31,16,16,10,0,0,0,0,0,0,0,0,10,37,29,0,0,0,0,0,0,0,0,0,0,3,49,28,0,0,0,0,0,0,2,75,7,25,16,30,42,55,42,74,13,6,7,12,9,5,1,7,18,28,45,83,197,1,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,2,11,50,161,45,18,9,0,2,10,582
0,200,2855,2680,4847,1690,1737,6345,13169,49904,40643,5079,80,34,4426,4645,3407,3089,2665,9240,17990,39119,32669,10551,1379,15,269,8466,4335,3627,7763,10359,19303,27405,26731,15237,4994,734,6,1956,6564,10033,12204,16646,22297,22352,16976,10984,5792,2476,884,65,3087,6901,7851,11394,14761,18576,22422,20463,14585,7645,1425,116,3,1582,16512,15987,36774,27067,16882,10953,2660,776,36,0,0,0,2040,14138,21380,28178,35996,16321,7433,3232,489,21,1,0,0,2173,7593,6593,6812,7676,12039,14695,19148,21535,20592,9121,1237,15,2289,3496,4618,6033,8244,8779,19863,28126,25522,16815,4898,535,11,422,2742,8809,13246,16671,18895,18250,15872,12043,8468,6978,5715,1118,0,29,302,1447,4101,8306,12872,16239,18294,20731,21527,20011,5370,834,7929,12867,13878,16421,18305,19372,16678,12968,7031,2388,516,42,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,2,1,2,4,3,1,7,8,28,5,1,0,4,4,2,1,2,2,3,3,1,5,27,4,5,6,6,7,1,5,8,2,1,0,0,8,4,3,13,0,2,8,2,2,0,0,0,0,15,5,18,16,5,9,8,0,0,0,0,0,0,0,2,10,19,38,60,32,20,26,55,58,16,81,58,25,10,9,6,12,7,23,18,37,43,70,32,2,1,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,5,6,12,20,6,3,3,2,4,32,164
26220,152568,153245,128746,76949,47426,20457,11612,3669,912,197,4,0,17706,123796,96004,106429,100804,73195,48203,28883,16913,6973,2821,278,0,12119,53985,89228,70408,74780,79927,82781,73270,48886,27120,8770,731,0,51776,156132,135796,101310,70867,48514,32096,16706,6430,1861,466,51,0,6045,24612,52815,85627,109182,116809,101767,67518,34507,15906,6128,1077,12,100,5600,3843,3844,12087,21137,50127,42477,72356,79970,139129,107286,84049,159,5363,4463,2947,10763,26363,36553,60420,57475,82350,130256,122226,82667,6307,19164,41332,54501,72329,91044,107533,99788,75051,37823,14597,2517,19,18347,84256,121154,123463,108777,81578,46865,24248,8382,3485,1253,197,0,3154,28453,55642,82133,85035,69157,53309,44275,41419,45482,57713,43986,12247,10016,26892,47331,67569,86687,94517,88487,72890,55364,39565,22108,7370,3209,3662,15470,34025,39610,42592,54695,81366,109886,110279,72788,35614,17511,4507,453
0,1075,15001,25446,19728,37371,36207,71631,77396,56681,51825,22542,218,0,574,10714,21840,29841,36570,67552,85491,72414,59649,25882,4556,38,0,887,19614,46141,62933,79942,72555,61969,40594,22204,6890,1377,15,2370,5412,14473,23847,41383,54461,78129,91975,65330,29009,7849,824,59,1011,4690,17734,40466,58563,70780,75004,66091,45940,25258,8214,1329,41,18,2750,6749,25113,87675,110282,108270,36043,25665,8992,2753,718,93,21,1880,8739,18996,94722,136403,75964,46785,20351,7262,3186,731,81,341,2773,18049,37255,52776,62126,64947,60365,53461,37990,19939,4860,239,506,1960,5434,9838,21919,37430,65118,94061,99588,58822,18393,2026,26,1062,3370,7220,12667,20993,34190,51659,70182,83507,76469,44855,8900,47,45,646,3827,12317,26679,43096,56529,64953,64436,61640,50228,25931,4794,309,7884,37781,66614,78597,73631,57216,40108,25904,15136,7569,3757,615,135
12199,46444,36677,42238,49150,58177,66224,88189,77848,56539,30243,20728,7052,43842,54916,41842,55498,90728,99237,82167,60139,26694,14806,10051,9955,1833,69305,53268,97254,132722,104754,66082,31478,14648,7274,5000,4468,5383,72,46911,75224,131967,123783,88942,54645,30776,18456,10525,5783,3051,1408,237,77396,87175,113566,116046,84517,49722,29205,16528,8825,5054,2935,688,51,21,20068,96091,180584,145724,97888,42457,5319,2225,822,374,113,22,40,17293,110872,149745,164375,112101,27423,6853,1713,747,408,118,20,93671,72021,120306,106946,78343,50684,30237,16272,9259,5725,3871,3969,404,51486,98884,108353,121889,97551,58239,29712,11239,4944,2901,2920,3522,68,21729,9643,9243,12312,19490,32598,53796,82275,94274,78565,59905,62908,54970,279,905,2182,4773,9646,17182,27025,38510,52538,76773,120944,171759,69192,40555,84583,74274,94821,97875,78131,52362,30465,16998,9656,6576,4649,762,203
15413,92036,80265,74263,54379,43434,38676,27222,19497,18559,10754,3739,2419,25824,81862,68069,54276,52570,53887,40903,37738,32141,15625,6694,8484,2583,38839,96779,64518,57075,49060,44565,42938,36381,22496,12918,7662,4555,2870,11800,10828,22610,42726,59555,74793,68118,63041,47076,34755,22893,13707,8754,28584,64867,57480,52761,50622,49115,46483,43252,35973,27124,15699,5066,3630,134,46656,91397,152706,96713,46739,29035,7635,4641,2562,1625,698,115,285,43345,106822,127638,110891,53118,19837,10034,3755,2211,1883,732,105,64571,85398,62457,56876,50409,40221,34698,28079,22757,17345,10871,3428,3546,14885,25661,46917,75799,64542,81525,65149,46429,31604,16498,6556,2423,2668,9561,4843,5548,8508,14033,23965,38406,50451,54834,56044,59343,80352,74768,7134,20768,31390,38114,42980,46407,47111,46847,44955,46003,46854,42489,19604,42746,88724,53968,52041,50615,46019,37949,30065,23336,17241,12700,12945,12307,383
110860,9871,2642,1033,576,301,233,152,128,78,41,2,0,93120,23366,4305,1916,1015,598,480,323,271,227,210,86,0,86982,25480,5928,2570,1482,994,737,538,418,359,260,168,1,10430,8195,6753,6537,5914,6681,6911,7803,8928,11065,14773,18470,13457,25916,22684,16260,13846,12946,12017,9302,5430,3357,2259,1269,482,149,78276,35514,5363,2898,1759,860,671,271,192,80,29,3,1,80197,34022,5108,2534,1855,1047,512,366,162,86,25,2,1,33909,40571,26758,9765,4601,2797,2228,1866,1481,1164,661,115,1,34651,18013,11729,11044,9955,9300,9072,8261,6532,4259,2207,841,53,1,9,19,48,197,538,766,1066,1626,2654,5693,17653,95647,25242,21075,15181,11803,9421,7457,6068,5309,4659,4461,4771,5620,4850,28477,49393,19640,10124,6078,3997,2719,1808,1303,842,491,484,561,285
0,0,5,220,1362,5193,14203,27269,52347,111703,162609,142415,11892,0,14,158,541,2012,8118,14888,19997,43911,68988,168132,174531,27928,0,72,1240,4207,9975,14197,19530,28719,45412,78307,144306,150217,33036,729,897,1201,1944,3323,5311,9010,13944,34067,74271,192031,181292,11198,645,1215,3097,7102,12437,18864,26355,41152,67654,113452,126338,79151,31756,0,414,4144,21539,21281,29080,78167,74704,123782,112112,60487,3450,58,0,424,5531,17696,26075,36866,60046,103139,114613,89369,71849,3559,51,292,1477,9240,11967,13136,14897,20697,25480,36023,63912,122268,142161,67668,358,371,414,588,1021,2514,3525,8129,19545,71100,186026,208140,27487,13775,62645,50352,52226,65625,74357,66528,52400,39892,29569,17327,4355,167,103,318,2742,36931,123756,128165,81705,56337,38802,26489,17647,13712,2511,613,9619,21688,34607,48462,67211,78970,74252,59083,49007,50375,34745,584,81
0,396,3370,4839,4507,4445,4353,4922,6036,6858,7021,1315,82,9,1922,7561,5765,4072,5076,4931,5512,6476,4583,1829,365,43,9,5060,8698,5880,4581,5682,6383,5926,3853,1470,455,120,27,21776,11754,6551,3265,1809,1011,621,421,265,229,155,183,104,13378,7247,8846,6635,4962,3294,2154,1011,440,131,40,6,0,0,0,566,4839,1938,3462,6605,4705,7391,6144,5517,4314,2663,0,0,930,4228,2556,4203,5025,6371,6647,5408,5728,4600,2448,11191,4204,6098,6837,5996,4795,3534,2702,1933,738,105,11,0,13654,10539,8872,5996,3670,2076,1501,798,542,287,139,46,24,11949,6660,4562,3876,3358,3070,2558,2515,2395,2666,2735,1621,179,1,14,68,137,267,625,1037,1536,2209,3339,5366,12311,21234,6971,5055,4157,5069,5649,5240,4482,3481,2551,1839,1331,1193,1126,518
